"analysis_protocol","method","genes","active_genes","auroc","average_precision","effect_spearman_active","direction_accuracy_active","calls_fdr_0_10","directional_recall_fdr_0_10","empirical_fdp_fdr_0_10","f1_fdr_0_10","negative_control_p_below_0_05","scenario_id","seed","moi","high_quality_guide_fraction","genes_simulated","replicates","is_baseline"
"barcs-external-headtohead-v1","MAGeCK-MLE",400,79,0.974328640719271,0.938100927118226,0.961781888997079,1,57,0.69620253164557,0.0350877192982456,0.808823529411765,0,"moi_0.1_quality_0.9_genes_400_replicates_4",20250724,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,79,0.975827122520604,0.955679587745237,0.953846153846154,1,91,0.911392405063291,0.208791208791209,0.847058823529412,0.15,"moi_0.1_quality_0.9_genes_400_replicates_4",20250724,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,79,0.97480184549864,0.950243195384765,0.948855890944499,1,84,0.89873417721519,0.154761904761905,0.871165644171779,0,"moi_0.1_quality_0.9_genes_400_replicates_4",20250724,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,79,0.977010134469025,0.956571497864718,0.955185004868549,1,93,0.911392405063291,0.225806451612903,0.837209302325581,0.1,"moi_0.1_quality_0.9_genes_400_replicates_4",20250724,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,60,0.955343137254902,0.927872782252865,0.956988052236733,1,63,0.883333333333333,0.158730158730159,0.861788617886179,0.1,"moi_0.1_quality_0.9_genes_400_replicates_4",20250725,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,60,0.944019607843137,0.879379363225846,0.952542372881356,0.983333333333333,40,0.633333333333333,0.05,0.76,0,"moi_0.1_quality_0.9_genes_400_replicates_4",20250725,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,60,0.95906862745098,0.923954888247196,0.957099194220617,0.983333333333333,44,0.716666666666667,0.0227272727272727,0.826923076923077,0,"moi_0.1_quality_0.9_genes_400_replicates_4",20250725,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,60,0.951813725490196,0.936376025340521,0.958043901083634,0.983333333333333,45,0.75,0,0.857142857142857,0,"moi_0.1_quality_0.9_genes_400_replicates_4",20250725,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,60,0.952107843137255,0.935815417822271,0.956654626285079,1,75,0.933333333333333,0.253333333333333,0.82962962962963,0.2,"moi_0.1_quality_0.9_genes_400_replicates_4",20250725,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,60,0.956666666666667,0.939630250676928,0.955487635454293,1,67,0.916666666666667,0.17910447761194,0.866141732283465,0.15,"moi_0.1_quality_0.9_genes_400_replicates_4",20250725,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,60,0.95578431372549,0.938521784712236,0.956710197277022,1,75,0.933333333333333,0.253333333333333,0.82962962962963,0.2,"moi_0.1_quality_0.9_genes_400_replicates_4",20250725,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,92,0.971273291925466,0.942215531336625,0.911116933557326,1,93,0.858695652173913,0.150537634408602,0.854054054054054,0.0555555555555556,"moi_0.1_quality_0.9_genes_400_replicates_4",20250726,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,92,0.939723320158103,0.890018194837423,0.915586517269547,0.989130434782609,48,0.510869565217391,0.0208333333333333,0.671428571428571,0.0555555555555556,"moi_0.1_quality_0.9_genes_400_replicates_4",20250726,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,92,0.96093308865048,0.923272481220615,0.91564816670006,0.989130434782609,64,0.684782608695652,0.015625,0.807692307692308,0.0555555555555556,"moi_0.1_quality_0.9_genes_400_replicates_4",20250726,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,92,0.985460191981931,0.964352114350115,0.919624554968173,0.989130434782609,79,0.815217391304348,0.0506329113924051,0.87719298245614,0.0555555555555556,"moi_0.1_quality_0.9_genes_400_replicates_4",20250726,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,92,0.982813382269904,0.962849645849691,0.909020852919871,1,120,0.956521739130435,0.266666666666667,0.830188679245283,0.0555555555555556,"moi_0.1_quality_0.9_genes_400_replicates_4",20250726,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,92,0.983907396950875,0.96513084689494,0.904320083843225,1,109,0.934782608695652,0.211009174311927,0.855721393034826,0.0555555555555556,"moi_0.1_quality_0.9_genes_400_replicates_4",20250726,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,92,0.982495765104461,0.96148607526538,0.908974615846986,1,114,0.934782608695652,0.245614035087719,0.83495145631068,0.0555555555555556,"moi_0.1_quality_0.9_genes_400_replicates_4",20250726,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,102,0.965357283853139,0.946855495142386,0.94499324289939,0.990196078431373,86,0.823529411764706,0.0232558139534884,0.893617021276596,0.1,"moi_0.1_quality_0.9_genes_400_replicates_4",20250727,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,102,0.94492696407422,0.904360183299932,0.947707392098433,1,62,0.598039215686274,0.0161290322580645,0.74390243902439,0,"moi_0.1_quality_0.9_genes_400_replicates_4",20250727,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,102,0.955652059481511,0.933774464393283,0.949607296537763,1,75,0.735294117647059,0,0.847457627118644,0,"moi_0.1_quality_0.9_genes_400_replicates_4",20250727,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,102,0.965620476378471,0.940126780852824,0.952558933791723,1,79,0.745098039215686,0.0379746835443038,0.839779005524862,0.05,"moi_0.1_quality_0.9_genes_400_replicates_4",20250727,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,102,0.972167390446111,0.953431126377532,0.942527890710259,0.990196078431373,116,0.911764705882353,0.198275862068966,0.853211009174312,0.2,"moi_0.1_quality_0.9_genes_400_replicates_4",20250727,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,102,0.971114620344782,0.95247013065358,0.939836359421208,0.990196078431373,107,0.901960784313726,0.14018691588785,0.880382775119617,0.15,"moi_0.1_quality_0.9_genes_400_replicates_4",20250727,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,102,0.972627977365443,0.952060803735789,0.941996369825446,0.990196078431373,111,0.892156862745098,0.18018018018018,0.854460093896714,0.2,"moi_0.1_quality_0.9_genes_400_replicates_4",20250727,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,90,0.966272401433692,0.949432207416025,0.947137506688068,0.988888888888889,86,0.877777777777778,0.0813953488372093,0.897727272727273,0.130434782608696,"moi_0.1_quality_0.9_genes_400_replicates_4",20250728,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,90,0.940071684587814,0.88231011079039,0.955862863728032,0.988888888888889,38,0.422222222222222,0,0.59375,0,"moi_0.1_quality_0.9_genes_400_replicates_4",20250728,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,90,0.965483870967742,0.943580262409576,0.957031732312631,1,48,0.533333333333333,0,0.695652173913044,0,"moi_0.1_quality_0.9_genes_400_replicates_4",20250728,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,90,0.973960573476703,0.950096860545815,0.951434333456805,0.988888888888889,76,0.788888888888889,0.0657894736842105,0.855421686746988,0.0434782608695652,"moi_0.1_quality_0.9_genes_400_replicates_4",20250728,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,90,0.97763440860215,0.96937971252444,0.94768078363584,0.988888888888889,111,0.966666666666667,0.216216216216216,0.865671641791045,0.173913043478261,"moi_0.1_quality_0.9_genes_400_replicates_4",20250728,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,90,0.977060931899642,0.967354825998202,0.946429600362185,0.988888888888889,103,0.944444444444444,0.174757281553398,0.880829015544041,0.0869565217391304,"moi_0.1_quality_0.9_genes_400_replicates_4",20250728,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,90,0.976989247311828,0.966572454251131,0.943993085566119,0.988888888888889,108,0.966666666666667,0.194444444444444,0.878787878787879,0.0869565217391304,"moi_0.1_quality_0.9_genes_400_replicates_4",20250728,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,79,0.939705824362159,0.911547003238322,0.933154819863681,0.962025316455696,45,0.569620253164557,0,0.725806451612903,0.05,"moi_0.4_quality_0.9_genes_400_replicates_4",20250724,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,79,0.925825150834023,0.853734655432078,0.922590068159688,0.987341772151899,43,0.518987341772152,0.0465116279069767,0.672131147540984,0,"moi_0.4_quality_0.9_genes_400_replicates_4",20250724,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,79,0.9401001616783,0.895659014167596,0.921226874391431,0.987341772151899,41,0.518987341772152,0,0.683333333333333,0,"moi_0.4_quality_0.9_genes_400_replicates_4",20250724,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,79,0.934145668204582,0.894087490908663,0.921567672833496,0.987341772151899,55,0.683544303797468,0.0181818181818182,0.805970149253731,0.05,"moi_0.4_quality_0.9_genes_400_replicates_4",20250724,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,79,0.945226546788123,0.922566236013506,0.933690360272639,0.962025316455696,89,0.886075949367089,0.213483146067416,0.833333333333333,0.1,"moi_0.4_quality_0.9_genes_400_replicates_4",20250724,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,79,0.944871643203596,0.924771618906528,0.935613437195716,0.962025316455696,90,0.886075949367089,0.222222222222222,0.828402366863905,0.1,"moi_0.4_quality_0.9_genes_400_replicates_4",20250724,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,79,0.940139595409914,0.918896922351447,0.936319376825706,0.962025316455696,86,0.860759493670886,0.209302325581395,0.824242424242424,0.1,"moi_0.4_quality_0.9_genes_400_replicates_4",20250724,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,60,0.949705882352941,0.875247826049255,0.934870797443735,1,43,0.65,0.0930232558139535,0.757281553398058,0.1,"moi_0.4_quality_0.9_genes_400_replicates_4",20250725,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,60,0.894803921568627,0.764386630403912,0.916921367046402,1,31,0.45,0.129032258064516,0.593406593406593,0,"moi_0.4_quality_0.9_genes_400_replicates_4",20250725,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,60,0.921323529411765,0.82529518989024,0.918977493748264,1,31,0.5,0.032258064516129,0.659340659340659,0.05,"moi_0.4_quality_0.9_genes_400_replicates_4",20250725,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,60,0.965098039215686,0.910578231410008,0.930369547096416,1,46,0.7,0.0869565217391304,0.792452830188679,0.05,"moi_0.4_quality_0.9_genes_400_replicates_4",20250725,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,60,0.966274509803922,0.914440716276096,0.936482356210059,1,69,0.866666666666667,0.246376811594203,0.806201550387597,0.25,"moi_0.4_quality_0.9_genes_400_replicates_4",20250725,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,60,0.96156862745098,0.913224270841174,0.935204223395388,1,69,0.85,0.260869565217391,0.790697674418605,0.35,"moi_0.4_quality_0.9_genes_400_replicates_4",20250725,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,60,0.959019607843137,0.909688887440704,0.926090580716866,1,63,0.833333333333333,0.206349206349206,0.813008130081301,0.3,"moi_0.4_quality_0.9_genes_400_replicates_4",20250725,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,92,0.963544607566347,0.935127836681189,0.909760646086032,0.967391304347826,90,0.880434782608696,0.1,0.89010989010989,0.111111111111111,"moi_0.4_quality_0.9_genes_400_replicates_4",20250726,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,92,0.91600790513834,0.856131436928376,0.913567498420233,1,56,0.58695652173913,0.0357142857142857,0.72972972972973,0,"moi_0.4_quality_0.9_genes_400_replicates_4",20250726,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,92,0.949534161490683,0.918038362679517,0.915956413852627,0.989130434782609,57,0.619565217391304,0,0.76510067114094,0,"moi_0.4_quality_0.9_genes_400_replicates_4",20250726,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,92,0.972014398644833,0.951939968458783,0.916942804740841,1,77,0.804347826086957,0.038961038961039,0.875739644970414,0,"moi_0.4_quality_0.9_genes_400_replicates_4",20250726,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,92,0.969261716544325,0.950699277649272,0.910500439252192,0.967391304347826,96,0.902173913043478,0.135416666666667,0.882978723404255,0.111111111111111,"moi_0.4_quality_0.9_genes_400_replicates_4",20250726,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,92,0.966367871259176,0.946181009193548,0.914708012884731,0.978260869565217,98,0.902173913043478,0.153061224489796,0.873684210526316,0.0555555555555556,"moi_0.4_quality_0.9_genes_400_replicates_4",20250726,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,92,0.970143986448334,0.951129102783928,0.904320083843225,0.978260869565217,94,0.902173913043478,0.117021276595745,0.89247311827957,0.0555555555555556,"moi_0.4_quality_0.9_genes_400_replicates_4",20250726,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,102,0.959435452033162,0.942400919127105,0.927079858185704,0.980392156862745,88,0.823529411764706,0.0454545454545455,0.88421052631579,0,"moi_0.4_quality_0.9_genes_400_replicates_4",20250727,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,102,0.907487827345703,0.848553596615204,0.925915035821115,0.980392156862745,50,0.46078431372549,0.06,0.618421052631579,0,"moi_0.4_quality_0.9_genes_400_replicates_4",20250727,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,102,0.937919463087248,0.907412604886356,0.927973265630389,0.980392156862745,47,0.46078431372549,0,0.630872483221476,0,"moi_0.4_quality_0.9_genes_400_replicates_4",20250727,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,102,0.956721279115673,0.936243449254767,0.931354643174197,0.990196078431373,86,0.794117647058823,0.0581395348837209,0.861702127659574,0.05,"moi_0.4_quality_0.9_genes_400_replicates_4",20250727,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,102,0.965686274509804,0.948470309067935,0.926095979101051,0.980392156862745,121,0.92156862745098,0.223140495867769,0.84304932735426,0.25,"moi_0.4_quality_0.9_genes_400_replicates_4",20250727,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,102,0.963712330569812,0.948715110173289,0.923924659741817,0.980392156862745,120,0.92156862745098,0.216666666666667,0.846846846846847,0.3,"moi_0.4_quality_0.9_genes_400_replicates_4",20250727,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,102,0.963087248322148,0.945918187561563,0.924987701511442,0.980392156862745,118,0.901960784313726,0.220338983050847,0.836363636363636,0.2,"moi_0.4_quality_0.9_genes_400_replicates_4",20250727,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,90,0.93921146953405,0.905605140135914,0.910013581923694,0.988888888888889,63,0.666666666666667,0.0476190476190476,0.784313725490196,0.130434782608696,"moi_0.4_quality_0.9_genes_400_replicates_4",20250728,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,90,0.895125448028674,0.834542450149078,0.932880602543524,1,34,0.366666666666667,0.0294117647058824,0.532258064516129,0.0434782608695652,"moi_0.4_quality_0.9_genes_400_replicates_4",20250728,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,90,0.913405017921147,0.874187398630344,0.932633658476355,1,53,0.577777777777778,0.0188679245283019,0.727272727272727,0.0434782608695652,"moi_0.4_quality_0.9_genes_400_replicates_4",20250728,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,90,0.945268817204301,0.91539310263591,0.932127143799901,1,64,0.7,0.015625,0.818181818181818,0.0869565217391304,"moi_0.4_quality_0.9_genes_400_replicates_4",20250728,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,90,0.94584229390681,0.92032104375549,0.911709264518253,0.977777777777778,99,0.855555555555556,0.222222222222222,0.814814814814815,0.173913043478261,"moi_0.4_quality_0.9_genes_400_replicates_4",20250728,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,90,0.948494623655914,0.921843465958909,0.918936494217393,0.977777777777778,102,0.866666666666667,0.235294117647059,0.8125,0.173913043478261,"moi_0.4_quality_0.9_genes_400_replicates_4",20250728,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,90,0.944301075268817,0.91568883871449,0.914507963946166,0.988888888888889,96,0.844444444444444,0.208333333333333,0.817204301075269,0.130434782608696,"moi_0.4_quality_0.9_genes_400_replicates_4",20250728,0.4,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",1000,188,0.932619746357824,0.889326192297776,0.90626992254026,0.968085106382979,136,0.696808510638298,0.0367647058823529,0.808641975308642,0.0638297872340425,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250724,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",1000,188,0.907006603081438,0.825780948818283,0.922466214080732,0.984042553191489,93,0.484042553191489,0.021505376344086,0.647686832740214,0.0425531914893617,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250724,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",1000,188,0.927208887957237,0.875786913408567,0.921689630075112,0.984042553191489,101,0.537234042553192,0,0.698961937716263,0.0425531914893617,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250724,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",1000,188,0.933517188973902,0.872222618756886,0.919159411024242,0.98936170212766,136,0.680851063829787,0.0588235294117647,0.790123456790124,0.127659574468085,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250724,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",1000,188,0.937441043915732,0.893948258567508,0.906204906204906,0.962765957446808,219,0.835106382978723,0.28310502283105,0.771498771498772,0.170212765957447,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250724,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","DESeq2",1000,188,0.936183314118017,0.894686060272442,0.904933475646867,0.962765957446808,226,0.851063829787234,0.292035398230089,0.772946859903382,0.170212765957447,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250724,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","limma-voom",1000,188,0.936989047269678,0.894617480345904,0.908234860675411,0.973404255319149,212,0.835106382978723,0.259433962264151,0.785,0.148936170212766,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250724,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",1000,180,0.94690379403794,0.888354860798784,0.931010216364703,0.983333333333333,146,0.744444444444444,0.0821917808219178,0.822085889570552,0.0363636363636364,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250725,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",1000,180,0.926971544715447,0.832598373889306,0.927660318734117,0.988888888888889,97,0.505555555555556,0.0618556701030928,0.657039711191336,0.0363636363636364,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250725,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",1000,180,0.946680216802168,0.889906829244575,0.928571869502145,0.988888888888889,108,0.588888888888889,0.0185185185185185,0.736111111111111,0.0181818181818182,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250725,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",1000,180,0.952516937669377,0.899508636557868,0.935936294330072,0.994444444444444,131,0.694444444444444,0.0458015267175573,0.803858520900322,0.0363636363636364,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250725,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",1000,180,0.956280487804878,0.909353503083652,0.93081679475704,0.983333333333333,228,0.877777777777778,0.307017543859649,0.774509803921569,0.163636363636364,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250725,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","DESeq2",1000,180,0.955521680216802,0.910695448034889,0.925460662366122,0.972222222222222,234,0.888888888888889,0.316239316239316,0.772946859903382,0.127272727272727,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250725,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","limma-voom",1000,180,0.955569105691057,0.906987943203665,0.931401174933383,0.983333333333333,227,0.888888888888889,0.295154185022026,0.786240786240786,0.163636363636364,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250725,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",1000,222,0.913418559948123,0.880245386317651,0.922749525492865,0.954954954954955,170,0.716216216216216,0.0647058823529412,0.811224489795918,0.0434782608695652,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250726,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",1000,222,0.884932490330948,0.807501011015582,0.930677263307176,0.972972972972973,67,0.297297297297297,0.0149253731343284,0.456747404844291,0.0434782608695652,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250726,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",1000,222,0.90945830148915,0.870088969959442,0.929795428608407,0.977477477477477,125,0.554054054054054,0.016,0.708933717579251,0.0217391304347826,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250726,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",1000,222,0.930683897264874,0.889501740909385,0.935498801735294,0.986486486486487,148,0.63963963963964,0.0405405405405405,0.767567567567568,0.0217391304347826,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250726,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",1000,222,0.927875819263994,0.897255859304314,0.922586100903168,0.954954954954955,249,0.833333333333333,0.257028112449799,0.785562632696391,0.152173913043478,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250726,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","DESeq2",1000,222,0.926659950438871,0.897161312150686,0.920302543884712,0.954954954954955,245,0.828828828828829,0.248979591836735,0.788008565310492,0.217391304347826,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250726,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","limma-voom",1000,222,0.928101623474374,0.895374587185386,0.926124407791514,0.959459459459459,244,0.828828828828829,0.245901639344262,0.789699570815451,0.173913043478261,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250726,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",1000,233,0.9443123254864,0.90772525486902,0.936707611859307,0.974248927038627,205,0.785407725321888,0.107317073170732,0.835616438356164,0.0363636363636364,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250727,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",1000,233,0.925298386780892,0.868671997068985,0.940231023478027,0.987124463519313,126,0.515021459227468,0.0476190476190476,0.668523676880223,0.0181818181818182,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250727,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",1000,233,0.94263923317535,0.907331888824621,0.940204460331736,0.987124463519313,132,0.562231759656652,0.00757575757575758,0.717808219178082,0,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250727,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",1000,233,0.948886750116109,0.90686660073294,0.943910967923103,0.987124463519313,173,0.690987124463519,0.069364161849711,0.793103448275862,0.0363636363636364,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250727,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",1000,233,0.950170946388303,0.922884887703685,0.936184887087655,0.974248927038627,252,0.88412017167382,0.182539682539683,0.849484536082474,0.0909090909090909,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250727,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","DESeq2",1000,233,0.949622574995384,0.921662470850318,0.936587129017201,0.974248927038627,253,0.875536480686695,0.193675889328063,0.839506172839506,0.0909090909090909,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250727,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","limma-voom",1000,233,0.951894399337478,0.924211018981502,0.93424672609222,0.978540772532189,248,0.879828326180258,0.173387096774194,0.852390852390852,0.0727272727272727,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250727,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",1000,209,0.938905993866404,0.895103359237961,0.934053096263358,0.976076555023923,176,0.76555023923445,0.0909090909090909,0.831168831168831,0.0612244897959184,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250728,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",1000,209,0.913161826529316,0.838379322450284,0.940058277268268,0.985645933014354,95,0.454545454545455,0,0.625,0,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250728,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",1000,209,0.936504576001549,0.893465092237554,0.940408584970536,0.985645933014354,106,0.507177033492823,0,0.673015873015873,0,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250728,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",1000,209,0.949388757493089,0.900501294851649,0.942180497851048,0.985645933014354,153,0.688995215311005,0.0588235294117647,0.795580110497238,0.0408163265306122,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250728,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",1000,209,0.951306262438074,0.915004059979747,0.934243037963087,0.980861244019139,215,0.83732057416268,0.186046511627907,0.825471698113208,0.102040816326531,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250728,0.25,0.9,1000,4,FALSE
"barcs-external-headtohead-v1","DESeq2",1000,209,0.949763790005988,0.91568715192971,0.935679759608784,0.980861244019139,220,0.851674641148325,0.190909090909091,0.82983682983683,0.102040816326531,"moi_0.25_quality_0.9_genes_1000_replicates_4",20250728,0.25,0.9,1000,4,FALSE
