"analysis_protocol","moi","design","method","nominal_fdr","runs","precision","recall","directional_recall","realized_fdp","realized_fdp_sd","f1","f1_sd","calls"
"crispulator-moi-10k-v1",0.3,"low-bulk-high","MAGeCK-MLE",1e-06,3,1,0.172001009487703,0.172001009487703,0,0,0.290861714945346,0.0825005746552436,334.666666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","MAGeCK-MLE",3e-06,3,1,0.172001009487703,0.172001009487703,0,0,0.290861714945346,0.0825005746552436,334.666666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","MAGeCK-MLE",1e-05,3,1,0.172001009487703,0.172001009487703,0,0,0.290861714945346,0.0825005746552436,334.666666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","MAGeCK-MLE",3e-05,3,1,0.172001009487703,0.172001009487703,0,0,0.290861714945346,0.0825005746552436,334.666666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","MAGeCK-MLE",1e-04,3,1,0.172001009487703,0.172001009487703,0,0,0.290861714945346,0.0825005746552436,334.666666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","MAGeCK-MLE",3e-04,3,1,0.172001009487703,0.172001009487703,0,0,0.290861714945346,0.0825005746552436,334.666666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","MAGeCK-MLE",0.001,3,1,0.172001009487703,0.172001009487703,0,0,0.290861714945346,0.0825005746552436,334.666666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","MAGeCK-MLE",0.003,3,1,0.172001009487703,0.172001009487703,0,0,0.290861714945346,0.0825005746552436,334.666666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","MAGeCK-MLE",0.01,3,0.999455337690632,0.261064248084519,0.261064248084519,0.000544662309368192,0.000943382792793506,0.412468208691471,0.0594823930897337,508.666666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","MAGeCK-MLE",0.03,3,0.999068995671772,0.382731657883223,0.382731657883223,0.000931004328228077,0.000806994545150306,0.553093767656413,0.0279652810172904,745.666666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","MAGeCK-MLE",0.05,3,0.998853901292926,0.44243791171841,0.44243791171841,0.00114609870707432,0.00111054354195671,0.613001786104921,0.0220479248077087,862
"crispulator-moi-10k-v1",0.3,"low-bulk-high","MAGeCK-MLE",0.1,3,0.996575740982007,0.549609499644412,0.549609499644412,0.00342425901799346,0.00237287637637881,0.708461048946299,0.00780441885389145,1073.33333333333
"crispulator-moi-10k-v1",0.3,"low-bulk-high","MAGeCK-MLE",0.2,3,0.982613163904118,0.664690345330026,0.664690345330026,0.017386836095882,0.00822838911305968,0.792931641645183,0.00277516518653881,1316.66666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","edgeR-QL",1e-06,3,1,0.31443121238106,0.31443121238106,0,0,0.478349614176315,0.0135004296489294,612
"crispulator-moi-10k-v1",0.3,"low-bulk-high","edgeR-QL",3e-06,3,0.999499499499499,0.350891294580496,0.350891294580496,0.0005005005005005,0.000866892296080519,0.519351090615227,0.0133899248736996,683.333333333333
"crispulator-moi-10k-v1",0.3,"low-bulk-high","edgeR-QL",1e-05,3,0.999558498896247,0.397475585488084,0.397475585488084,0.000441501103752759,0.000764702343297518,0.568699948405105,0.0131156388488938,774
"crispulator-moi-10k-v1",0.3,"low-bulk-high","edgeR-QL",3e-05,3,0.999617737003058,0.445764522548313,0.445764522548313,0.000382262996941896,0.00066209893255691,0.616549793176624,0.00735443038858306,868
"crispulator-moi-10k-v1",0.3,"low-bulk-high","edgeR-QL",1e-04,3,0.997590575746742,0.498538146029474,0.498538146029474,0.00240942425325813,0.00214693977614961,0.664830040846861,0.0032887843176323,972.666666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","edgeR-QL",3e-04,3,0.996273213039157,0.550612381217214,0.550612381217214,0.00372678696084328,0.00188122932467139,0.70924068172087,0.00399916819141129,1075.66666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","edgeR-QL",0.001,3,0.992215448852794,0.612619153199484,0.612619153199484,0.0077845511472064,0.00276151150191933,0.757509162847452,0.00717923963333365,1201.66666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","edgeR-QL",0.003,3,0.983634945126819,0.668764103198864,0.668764103198864,0.0163650548731811,0.00409507083591265,0.796194849920525,0.00361709403324072,1323.33333333333
"crispulator-moi-10k-v1",0.3,"low-bulk-high","edgeR-QL",0.01,3,0.963268409499056,0.731612115566838,0.731612115566838,0.0367315905009439,0.00220336220762526,0.831597788686171,0.00251559009295844,1478.33333333333
"crispulator-moi-10k-v1",0.3,"low-bulk-high","edgeR-QL",0.03,3,0.910956360294489,0.791897459009263,0.791897459009263,0.0890436397055107,0.00369511870494495,0.847256584383378,0.00338193354754643,1692
"crispulator-moi-10k-v1",0.3,"low-bulk-high","edgeR-QL",0.05,3,0.877443307366546,0.817598691501681,0.817427751330741,0.122556692633454,0.00929762361983309,0.846454914571746,0.00537751622413237,1813.66666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","edgeR-QL",0.1,3,0.799972533847144,0.854764105694507,0.854593165523567,0.200027466152856,0.00278314884092085,0.826458092540028,0.00137866795584194,2079.66666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","edgeR-QL",0.2,3,0.682532885791893,0.895858976678295,0.895174236997081,0.317467114208107,0.0102535083509408,0.774735303781114,0.00533488846879895,2555.33333333333
"crispulator-moi-10k-v1",0.3,"low-bulk-high","limma-voom",1e-06,3,1,0.325214394609975,0.325214394609975,0,0,0.490716130588753,0.0145981154605582,633
"crispulator-moi-10k-v1",0.3,"low-bulk-high","limma-voom",3e-06,3,0.999519692603266,0.366823589460389,0.366823589460389,0.00048030739673391,0.000831916814394273,0.53660423005028,0.0135760318915864,714.333333333333
"crispulator-moi-10k-v1",0.3,"low-bulk-high","limma-voom",1e-05,3,0.999576450656501,0.412377344355071,0.412377344355071,0.000423549343498518,0.000733608982451875,0.583818404462742,0.0113081547397999,803
"crispulator-moi-10k-v1",0.3,"low-bulk-high","limma-voom",3e-05,3,0.999252615844544,0.458610419587349,0.458610419587349,0.000747384155455904,0.00129450733002158,0.628655374351613,0.0078503711332554,893.333333333333
"crispulator-moi-10k-v1",0.3,"low-bulk-high","limma-voom",1e-04,3,0.998005525234149,0.514595092322932,0.514595092322932,0.00199447476585136,0.00196165243217173,0.678998942205453,0.0105176580268581,1003.66666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","limma-voom",3e-04,3,0.995756657430112,0.564998697789617,0.564998697789617,0.00424334256988834,0.00321062288662147,0.720927035148132,0.00573829645930805,1104.33333333333
"crispulator-moi-10k-v1",0.3,"low-bulk-high","limma-voom",0.001,3,0.991287222241865,0.624247561519166,0.624247561519166,0.00871277775813468,0.00370161667319267,0.766072226206048,0.00385072692394351,1225.66666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","limma-voom",0.003,3,0.98191153996517,0.678358954502334,0.678358954502334,0.0180884600348296,0.00174966455367846,0.802382433995569,0.00175276062986015,1344.66666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","limma-voom",0.01,3,0.960246078779111,0.739314528444271,0.73914358827333,0.0397539212208886,0.00503327512104162,0.835397753597498,0.00240142849236692,1498.66666666667
"crispulator-moi-10k-v1",0.3,"low-bulk-high","limma-voom",0.03,3,0.905356850738291,0.797366741261987,0.797195801091046,0.0946431492617087,0.00481200109670345,0.847911643207074,0.0031857894726022,1714.33333333333
"crispulator-moi-10k-v1",0.3,"low-bulk-high","limma-voom",0.05,3,0.866680071045583,0.826153183452051,0.825809799756365,0.133319928954417,0.00278887042597478,0.845930229590585,0.00317388075207189,1855.33333333333
"crispulator-moi-10k-v1",0.3,"low-bulk-high","limma-voom",0.1,3,0.787113459884952,0.858680871868168,0.858337488172482,0.212886540115048,0.00261121813928821,0.821336662984774,0.00432834438802679,2123.33333333333
"crispulator-moi-10k-v1",0.3,"low-bulk-high","limma-voom",0.2,3,0.666173174168403,0.902714275185306,0.901341264758916,0.333826825831597,0.00491709267758989,0.766597182982278,0.00235233781064535,2637.66666666667
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-moderated",1e-06,3,1,0.165060450040979,0.165060450040979,0,0,0.283011215709009,0.0294948027201867,321.333333333333
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-moderated",3e-06,3,1,0.195384829413152,0.195384829413152,0,0,0.326680834834482,0.0233472325084474,380.333333333333
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-moderated",1e-05,3,1,0.23632484247676,0.23632484247676,0,0,0.382058102524322,0.0243492993236887,460
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-moderated",3e-05,3,1,0.27402387864034,0.27402387864034,0,0,0.429963517440143,0.0221627769924724,533.333333333333
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-moderated",1e-04,3,1,0.330520777817138,0.330520777817138,0,0,0.496728751212422,0.0150455626173128,643.333333333333
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-moderated",3e-04,3,0.999541494727189,0.386341293648699,0.386341293648699,0.000458505272810637,0.000794154428046253,0.557162491253142,0.0164306044991478,752.333333333333
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-moderated",0.001,3,0.999616858237548,0.458601435814103,0.458601435814103,0.000383141762452107,0.000663620999068535,0.628625317993893,0.0160931188608376,893
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-moderated",0.003,3,0.997722306910569,0.528339951263885,0.528339951263885,0.00227769308943089,0.00203241988763529,0.690839160422486,0.00481237358734946,1030.66666666667
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-moderated",0.01,3,0.996042938554631,0.606783797513488,0.606783797513488,0.00395706144536902,0.00344543472345671,0.754136946933736,0.00667284380358165,1185.66666666667
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-moderated",0.03,3,0.981912307725926,0.68792580278944,0.68792580278944,0.0180876922740745,0.00335548528250778,0.809017117369544,0.00699080867689062,1363.66666666667
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-moderated",0.05,3,0.972127623053323,0.722717631554241,0.722717631554241,0.0278723769466771,0.0028335065644977,0.829069995454706,0.00234830439246684,1447
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-moderated",0.1,3,0.94021320253602,0.778031479718707,0.778031479718707,0.0597867974639802,0.00264254385045263,0.851461074913797,0.000960486064862478,1610.66666666667
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-moderated",0.2,3,0.868291487850108,0.829738138119369,0.829738138119369,0.131708512149892,0.00804690304860424,0.848565145148555,0.00624229077267121,1860
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-original",1e-06,3,0,0,0,0,0,0,0,0
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-original",3e-06,3,0,0,0,0,0,0,0,0
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-original",1e-05,3,0,0,0,0,0,0,0,0
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-original",3e-05,3,0,0,0,0,0,0,0,0
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-original",1e-04,3,0.666666666666667,0.00153793718210896,0.00153793718210896,0,0,0.00306452536132222,0.00445227959517197,3
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-original",3e-04,3,1,0.0254977095284447,0.0254977095284447,0,0,0.0496883242919337,0.0106928726718109,49.6666666666667
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-original",0.001,3,1,0.081816712471215,0.081816712471215,0,0,0.151054667601474,0.0236718195715621,159.333333333333
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-original",0.003,3,0.998917748917749,0.175532691936737,0.175532691936737,0.00108225108225108,0.00187451386100528,0.298359450687202,0.0250534434465623,342
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-original",0.01,3,0.997792714361091,0.310808010081748,0.310808010081748,0.00220728563890917,0.000981791691537346,0.473914148788777,0.0119610001161587,606.333333333333
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-original",0.03,3,0.989480403959337,0.450925416534391,0.450925416534391,0.0105195960406635,0.000561949658913269,0.619517304572353,0.00293039906715739,887
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-original",0.05,3,0.984123211068538,0.520316389787253,0.520316389787253,0.0158767889314625,0.00205337200315499,0.680710539131496,0.00654325657219086,1029
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-original",0.1,3,0.96697233274484,0.615856529320296,0.615856529320296,0.0330276672551598,0.00355769504251772,0.752414030343447,0.00856221704230486,1239.66666666667
"crispulator-moi-10k-v1",0.3,"low-high","BARCS-original",0.2,3,0.909779532999481,0.726646285127841,0.726646285127841,0.0902204670005194,0.00642120276588301,0.807932480781267,0.00411327766751489,1554.66666666667
