guide	barcode_id	gene	gene_id	class	behavior	knockdown	theoretical_phenotype	library_frequency
g00741	741	GENE0149	149	inactive	linear	1.0	0.0	0.0008226419973341877
g00742	742	GENE0149	149	inactive	linear	0.11683681414531104	0.0	0.00036681261706303115
g00743	743	GENE0149	149	inactive	linear	1.0	0.0	0.001451287747004526
g00744	744	GENE0149	149	inactive	linear	1.0	0.0	0.0002821133245264279
g00745	745	GENE0149	149	inactive	linear	1.0	0.0	0.00012645509752204416
g00746	746	GENE0150	150	inactive	linear	0.04115631647178283	0.0	0.0003586003476216008
g00747	747	GENE0150	150	inactive	linear	1.0	0.0	0.0002710814081458212
g00748	748	GENE0150	150	inactive	linear	1.0	0.0	0.0005043675294015016
g00749	749	GENE0150	150	inactive	linear	1.0	0.0	0.00047828908172383876
g00750	750	GENE0150	150	inactive	linear	1.0	0.0	0.00036381736184325604
g00751	751	GENE0151	151	inactive	linear	1.0	0.0	0.0003291405578526905
g00752	752	GENE0151	151	inactive	linear	1.0	0.0	0.0009749909716182998
g00753	753	GENE0151	151	inactive	linear	1.0	0.0	0.0001567895921462733
g00754	754	GENE0151	151	inactive	linear	1.0	0.0	0.00012828104841617
g00755	755	GENE0151	151	inactive	linear	1.0	0.0	0.0002332108646080473
g00756	756	GENE0152	152	inactive	linear	1.0	0.0	0.0008836684714886029
g00757	757	GENE0152	152	inactive	linear	1.0	0.0	0.0012036088089958919
g00758	758	GENE0152	152	inactive	linear	1.0	0.0	0.0006416885690839803
g00759	759	GENE0152	152	inactive	linear	0.024892083392079017	0.0	0.00014761234545958011
g00760	760	GENE0152	152	inactive	linear	1.0	0.0	0.00020874641661349717
g00761	761	GENE0153	153	decreasing	sigmoidal	1.0	-0.6569206541218752	0.00016687330067734847
g00762	762	GENE0153	153	decreasing	sigmoidal	1.0	-0.6569206541218752	0.0003421953749137063
g00763	763	GENE0153	153	decreasing	sigmoidal	1.0	-0.6569206541218752	0.0004347097129861111
g00764	764	GENE0153	153	decreasing	sigmoidal	1.0	-0.6569206541218752	0.00012223155706783253
g00765	765	GENE0153	153	decreasing	sigmoidal	1.0	-0.6569206541218752	0.0004115890721333114
g00766	766	GENE0154	154	inactive	linear	1.0	0.0	0.00035480174616676257
g00767	767	GENE0154	154	inactive	linear	1.0	0.0	0.0005877775059389278
g00768	768	GENE0154	154	inactive	linear	1.0	0.0	0.0006398934242317149
g00769	769	GENE0154	154	inactive	linear	1.0	0.0	0.00030287099662574916
g00770	770	GENE0154	154	inactive	linear	0.05893777284960883	0.0	0.00017723510087648436
g00771	771	GENE0155	155	inactive	linear	1.0	0.0	0.00024904151598290265
g00772	772	GENE0155	155	inactive	linear	1.0	0.0	0.0008480416877712168
g00773	773	GENE0155	155	inactive	linear	1.0	0.0	0.0003875156226079756
g00774	774	GENE0155	155	inactive	linear	1.0	0.0	0.0003039237717479183
g00775	775	GENE0155	155	inactive	linear	1.0	0.0	0.0009491049471286078
g00776	776	GENE0156	156	inactive	linear	1.0	0.0	0.00018056004500673108
g00777	777	GENE0156	156	inactive	linear	1.0	0.0	0.0007024337519448592
g00778	778	GENE0156	156	inactive	linear	1.0	0.0	0.0005632200005118531
g00779	779	GENE0156	156	inactive	linear	1.0	0.0	0.0001877793452340475
g00780	780	GENE0156	156	inactive	linear	1.0	0.0	0.0003448146634480249
g00781	781	GENE0157	157	inactive	sigmoidal	1.0	0.0	0.0002971077676774228
g00782	782	GENE0157	157	inactive	sigmoidal	1.0	0.0	0.0002002560802295139
g00783	783	GENE0157	157	inactive	sigmoidal	1.0	0.0	0.0003325750953135131
g00784	784	GENE0157	157	inactive	sigmoidal	0.10501946195640104	0.0	0.00032400838846328805
g00785	785	GENE0157	157	inactive	sigmoidal	1.0	0.0	0.00043464306908961935
g00786	786	GENE0158	158	negcontrol	linear	1.0	0.0	0.00025426380897383336
g00787	787	GENE0158	158	negcontrol	linear	1.0	0.0	0.0003575921380085197
g00788	788	GENE0158	158	negcontrol	linear	1.0	0.0	0.0006035753681158258
g00789	789	GENE0158	158	negcontrol	linear	1.0	0.0	0.00038424682748710605
g00790	790	GENE0158	158	negcontrol	linear	1.0	0.0	0.0001780803899805853
g00791	791	GENE0159	159	inactive	sigmoidal	1.0	0.0	0.00102978466574178
g00792	792	GENE0159	159	inactive	sigmoidal	1.0	0.0	0.00027104229222927044
g00793	793	GENE0159	159	inactive	sigmoidal	1.0	0.0	0.0003737768574266899
g00794	794	GENE0159	159	inactive	sigmoidal	1.0	0.0	0.0012404636153192671
g00795	795	GENE0159	159	inactive	sigmoidal	1.0	0.0	0.00042057781137228365
g00796	796	GENE0160	160	inactive	sigmoidal	1.0	0.0	0.0006623607236487154
g00797	797	GENE0160	160	inactive	sigmoidal	1.0	0.0	0.00014444702698303657
g00798	798	GENE0160	160	inactive	sigmoidal	1.0	0.0	0.0023690633846707933
g00799	799	GENE0160	160	inactive	sigmoidal	1.0	0.0	0.00020069592435896882
g00800	800	GENE0160	160	inactive	sigmoidal	0.04100870547494207	0.0	0.0009457627219096939
g00801	801	GENE0161	161	inactive	sigmoidal	0.11206234829689318	0.0	0.00010053194128128258
g00802	802	GENE0161	161	inactive	sigmoidal	1.0	0.0	0.00022919728298108986
g00803	803	GENE0161	161	inactive	sigmoidal	0.0593286594927656	0.0	0.00032068406656549607
g00804	804	GENE0161	161	inactive	sigmoidal	1.0	0.0	0.0005196438553656077
g00805	805	GENE0161	161	inactive	sigmoidal	1.0	0.0	0.0001833428893521947
g00806	806	GENE0162	162	inactive	linear	1.0	0.0	0.00042408616971158274
g00807	807	GENE0162	162	inactive	linear	1.0	0.0	0.0004808763234065329
g00808	808	GENE0162	162	inactive	linear	1.0	0.0	0.0008359690135154327
g00809	809	GENE0162	162	inactive	linear	1.0	0.0	5.7924243453279966e-5
g00810	810	GENE0162	162	inactive	linear	1.0	0.0	0.000563867456135458
g00811	811	GENE0163	163	increasing	sigmoidal	1.0	0.6759245441005836	0.0014369258618276842
g00812	812	GENE0163	163	increasing	sigmoidal	1.0	0.6759245441005836	0.00028928198174752015
g00813	813	GENE0163	163	increasing	sigmoidal	1.0	0.6759245441005836	0.0007942034539287863
g00814	814	GENE0163	163	increasing	sigmoidal	1.0	0.6759245441005836	0.00024818410942620614
g00815	815	GENE0163	163	increasing	sigmoidal	1.0	0.6759245441005836	0.0002457389551953544
g00816	816	GENE0164	164	inactive	linear	1.0	0.0	0.00034486320529377004
g00817	817	GENE0164	164	inactive	linear	1.0	0.0	0.0007144576481685231
g00818	818	GENE0164	164	inactive	linear	1.0	0.0	0.00021169516491988103
g00819	819	GENE0164	164	inactive	linear	1.0	0.0	0.00036558040285304753
g00820	820	GENE0164	164	inactive	linear	1.0	0.0	0.0001713505214180644
g00821	821	GENE0165	165	inactive	linear	1.0	0.0	0.0010094469643895058
g00822	822	GENE0165	165	inactive	linear	1.0	0.0	0.0002205176024530111
g00823	823	GENE0165	165	inactive	linear	0.132923832187107	0.0	0.0014490035041158282
g00824	824	GENE0165	165	inactive	linear	1.0	0.0	0.00014699597790173913
g00825	825	GENE0165	165	inactive	linear	1.0	0.0	0.00032850756286816214
g00826	826	GENE0166	166	inactive	linear	1.0	0.0	0.0011591842305734052
g00827	827	GENE0166	166	inactive	linear	0.11901664384191162	0.0	0.0011586147479536529
g00828	828	GENE0166	166	inactive	linear	1.0	0.0	0.0002718555811013441
g00829	829	GENE0166	166	inactive	linear	1.0	0.0	0.0004994231241471204
g00830	830	GENE0166	166	inactive	linear	0.12035305832613037	0.0	0.0009046130558290271
g00831	831	GENE0167	167	inactive	sigmoidal	1.0	0.0	0.0002914985745515421
g00832	832	GENE0167	167	inactive	sigmoidal	1.0	0.0	0.0002472736593442907
g00833	833	GENE0167	167	inactive	sigmoidal	1.0	0.0	0.0004659510390376412
g00834	834	GENE0167	167	inactive	sigmoidal	1.0	0.0	0.0006982682544710571
g00835	835	GENE0167	167	inactive	sigmoidal	1.0	0.0	0.0004794623801107769
g00836	836	GENE0168	168	inactive	linear	1.0	0.0	0.0007370147518753788
g00837	837	GENE0168	168	inactive	linear	1.0	0.0	0.0009097014915251044
g00838	838	GENE0168	168	inactive	linear	1.0	0.0	0.00036543734369465583
g00839	839	GENE0168	168	inactive	linear	1.0	0.0	0.00015196325057087608
g00840	840	GENE0168	168	inactive	linear	1.0	0.0	0.0009919726474741178
g00841	841	GENE0169	169	inactive	linear	1.0	0.0	0.0006265203033538083
g00842	842	GENE0169	169	inactive	linear	1.0	0.0	0.00023895538972992949
g00843	843	GENE0169	169	inactive	linear	1.0	0.0	0.0005378349253012848
g00844	844	GENE0169	169	inactive	linear	1.0	0.0	0.00033348729689310297
g00845	845	GENE0169	169	inactive	linear	1.0	0.0	0.001035644139805871
g00846	846	GENE0170	170	inactive	sigmoidal	0.06416704236050708	0.0	0.0003634790242245729
g00847	847	GENE0170	170	inactive	sigmoidal	0.07700955457322306	0.0	0.0010127691603734666
g00848	848	GENE0170	170	inactive	sigmoidal	0.0662480989234864	0.0	0.001153948207993093
g00849	849	GENE0170	170	inactive	sigmoidal	1.0	0.0	8.973013706041302e-5
g00850	850	GENE0170	170	inactive	sigmoidal	1.0	0.0	0.0005530188093830703
g00851	851	GENE0171	171	inactive	linear	1.0	0.0	0.0002213374726382105
g00852	852	GENE0171	171	inactive	linear	1.0	0.0	0.00017977705731392636
g00853	853	GENE0171	171	inactive	linear	1.0	0.0	0.0004051513866325231
g00854	854	GENE0171	171	inactive	linear	1.0	0.0	0.0009863739259484187
g00855	855	GENE0171	171	inactive	linear	1.0	0.0	0.00017029745824244746
g00856	856	GENE0172	172	inactive	linear	0.039889093483228694	0.0	0.0003056893262309887
g00857	857	GENE0172	172	inactive	linear	1.0	0.0	0.00042795045648328
g00858	858	GENE0172	172	inactive	linear	0.016790035283566103	0.0	0.00012840572542655108
g00859	859	GENE0172	172	inactive	linear	1.0	0.0	8.039049806818066e-5
g00860	860	GENE0172	172	inactive	linear	1.0	0.0	0.00021697742618441331
g00861	861	GENE0173	173	inactive	linear	0.1302119578461456	0.0	0.00035888397257987905
g00862	862	GENE0173	173	inactive	linear	0.14555683699200972	0.0	0.000307907738359618
g00863	863	GENE0173	173	inactive	linear	1.0	0.0	0.0010014242792527016
g00864	864	GENE0173	173	inactive	linear	1.0	0.0	0.0005693954795341303
g00865	865	GENE0173	173	inactive	linear	1.0	0.0	0.00020873748136020006
g00866	866	GENE0174	174	decreasing	linear	1.0	-0.7228662755906817	0.0003427113341124004
g00867	867	GENE0174	174	decreasing	linear	1.0	-0.7228662755906817	0.0003375445257470253
g00868	868	GENE0174	174	decreasing	linear	1.0	-0.7228662755906817	0.000370274697225343
g00869	869	GENE0174	174	decreasing	linear	1.0	-0.7228662755906817	0.00034818211580814904
g00870	870	GENE0174	174	decreasing	linear	1.0	-0.7228662755906817	0.00035998276528076536
g00871	871	GENE0175	175	decreasing	linear	0.045554748177512955	-0.026875979386863966	0.000416281536795452
g00872	872	GENE0175	175	decreasing	linear	1.0	-0.5899709791422065	0.000412340686355728
g00873	873	GENE0175	175	decreasing	linear	0.09662540610348819	-0.05700618544888827	0.0006811519810363468
g00874	874	GENE0175	175	decreasing	linear	1.0	-0.5899709791422065	0.0016865331826964019
g00875	875	GENE0175	175	decreasing	linear	1.0	-0.5899709791422065	0.0004258567669951112
g00876	876	GENE0176	176	inactive	linear	1.0	0.0	0.0005498830158279961
g00877	877	GENE0176	176	inactive	linear	1.0	0.0	0.0009164926187134016
g00878	878	GENE0176	176	inactive	linear	1.0	0.0	0.00033026307818703315
g00879	879	GENE0176	176	inactive	linear	1.0	0.0	0.0005611211677634002
g00880	880	GENE0176	176	inactive	linear	1.0	0.0	0.0005511377811138773
g00881	881	GENE0177	177	inactive	linear	1.0	0.0	0.00028180267188142435
g00882	882	GENE0177	177	inactive	linear	1.0	0.0	0.00016188682969007874
g00883	883	GENE0177	177	inactive	linear	1.0	0.0	0.00079538090662426
g00884	884	GENE0177	177	inactive	linear	1.0	0.0	0.0015866734781644464
g00885	885	GENE0177	177	inactive	linear	1.0	0.0	0.0002840902216564795
g00886	886	GENE0178	178	inactive	linear	1.0	0.0	0.00039413616091969473
g00887	887	GENE0178	178	inactive	linear	0.07570102493959503	0.0	0.0006559774154834111
g00888	888	GENE0178	178	inactive	linear	0.039887694020913265	0.0	0.00026128131478872897
g00889	889	GENE0178	178	inactive	linear	1.0	0.0	0.0005165893456011034
g00890	890	GENE0178	178	inactive	linear	1.0	0.0	0.0004585924687333923
g00891	891	GENE0179	179	inactive	linear	1.0	0.0	0.0004564086994912651
g00892	892	GENE0179	179	inactive	linear	1.0	0.0	0.0005661970783122668
g00893	893	GENE0179	179	inactive	linear	1.0	0.0	0.0005194331149527084
g00894	894	GENE0179	179	inactive	linear	1.0	0.0	0.0006401854860515663
g00895	895	GENE0179	179	inactive	linear	1.0	0.0	0.0002688895373152962
g00896	896	GENE0180	180	inactive	sigmoidal	1.0	0.0	0.00014740049687961756
g00897	897	GENE0180	180	inactive	sigmoidal	1.0	0.0	0.0010905214611346258
g00898	898	GENE0180	180	inactive	sigmoidal	1.0	0.0	0.0009488358127890465
g00899	899	GENE0180	180	inactive	sigmoidal	1.0	0.0	0.0009367953293031234
g00900	900	GENE0180	180	inactive	sigmoidal	1.0	0.0	0.00015442765679158423
g00901	901	GENE0181	181	inactive	linear	1.0	0.0	0.00036853885277085405
g00902	902	GENE0181	181	inactive	linear	1.0	0.0	0.0003433137472914782
g00903	903	GENE0181	181	inactive	linear	1.0	0.0	0.0006874750598172716
g00904	904	GENE0181	181	inactive	linear	1.0	0.0	0.0004424859179484734
g00905	905	GENE0181	181	inactive	linear	1.0	0.0	0.0015170560902670715
g00906	906	GENE0182	182	inactive	sigmoidal	1.0	0.0	0.0006060964295474163
g00907	907	GENE0182	182	inactive	sigmoidal	1.0	0.0	0.0005994036777809851
g00908	908	GENE0182	182	inactive	sigmoidal	1.0	0.0	0.0003426844595841567
g00909	909	GENE0182	182	inactive	sigmoidal	1.0	0.0	0.0022716378933736155
g00910	910	GENE0182	182	inactive	sigmoidal	1.0	0.0	7.737941079226393e-5
g00911	911	GENE0183	183	inactive	linear	1.0	0.0	0.0004957281605876591
g00912	912	GENE0183	183	inactive	linear	1.0	0.0	0.00025413953329616565
g00913	913	GENE0183	183	inactive	linear	1.0	0.0	0.0007485742854625834
g00914	914	GENE0183	183	inactive	linear	1.0	0.0	0.0006636896306654746
g00915	915	GENE0183	183	inactive	linear	1.0	0.0	0.00026852639066819847
g00916	916	GENE0184	184	inactive	linear	1.0	0.0	0.00011588651601638611
g00917	917	GENE0184	184	inactive	linear	1.0	0.0	0.0005568851614589136
g00918	918	GENE0184	184	inactive	linear	1.0	0.0	0.000531062714255419
g00919	919	GENE0184	184	inactive	linear	0.01575220881175319	0.0	0.0003714667707460969
g00920	920	GENE0184	184	inactive	linear	0.07222244008078145	0.0	0.0020364006478521737
g00921	921	GENE0185	185	inactive	sigmoidal	1.0	0.0	0.0006905173912899192
g00922	922	GENE0185	185	inactive	sigmoidal	1.0	0.0	0.0008674668249558709
g00923	923	GENE0185	185	inactive	sigmoidal	1.0	0.0	0.00016308733759362744
g00924	924	GENE0185	185	inactive	sigmoidal	1.0	0.0	0.0011670377285901005
g00925	925	GENE0185	185	inactive	sigmoidal	1.0	0.0	0.0005206539661732989
g00926	926	GENE0186	186	negcontrol	linear	1.0	0.0	0.0011988750156232241
g00927	927	GENE0186	186	negcontrol	linear	1.0	0.0	0.0003269284964856124
g00928	928	GENE0186	186	negcontrol	linear	1.0	0.0	0.00036338471147569034
g00929	929	GENE0186	186	negcontrol	linear	1.0	0.0	0.0007433428267543128
g00930	930	GENE0186	186	negcontrol	linear	1.0	0.0	0.0002868438029983291
g00931	931	GENE0187	187	inactive	linear	1.0	0.0	0.00040381267423683653
g00932	932	GENE0187	187	inactive	linear	1.0	0.0	0.00045703367601764597
g00933	933	GENE0187	187	inactive	linear	1.0	0.0	0.00025525075229350646
g00934	934	GENE0187	187	inactive	linear	1.0	0.0	0.00021722434206989259
g00935	935	GENE0187	187	inactive	linear	1.0	0.0	5.858354969823221e-5
g00936	936	GENE0188	188	inactive	linear	1.0	0.0	0.00039076421865481635
g00937	937	GENE0188	188	inactive	linear	1.0	0.0	0.0011178495616451726
g00938	938	GENE0188	188	inactive	linear	0.1343745345709021	0.0	0.0003975843091142486
g00939	939	GENE0188	188	inactive	linear	1.0	0.0	0.00012354411591815245
g00940	940	GENE0188	188	inactive	linear	1.0	0.0	0.00013045384486696327
g00941	941	GENE0189	189	inactive	linear	0.1655907344628482	0.0	0.0015130380581174848
g00942	942	GENE0189	189	inactive	linear	1.0	0.0	9.194611481774933e-5
g00943	943	GENE0189	189	inactive	linear	1.0	0.0	0.0003099707424144149
g00944	944	GENE0189	189	inactive	linear	1.0	0.0	0.0008384316042537576
g00945	945	GENE0189	189	inactive	linear	1.0	0.0	0.00027627153989243834
g00946	946	GENE0190	190	inactive	sigmoidal	1.0	0.0	0.0002933257714058756
g00947	947	GENE0190	190	inactive	sigmoidal	1.0	0.0	0.0003678800266554207
g00948	948	GENE0190	190	inactive	sigmoidal	1.0	0.0	0.0010328244194996855
g00949	949	GENE0190	190	inactive	sigmoidal	1.0	0.0	0.0004382551929314095
g00950	950	GENE0190	190	inactive	sigmoidal	1.0	0.0	0.00031333996303408714
g00951	951	GENE0191	191	inactive	sigmoidal	1.0	0.0	0.0002102913352026953
g00952	952	GENE0191	191	inactive	sigmoidal	1.0	0.0	0.0003605468225554589
g00953	953	GENE0191	191	inactive	sigmoidal	1.0	0.0	0.0018679397843061715
g00954	954	GENE0191	191	inactive	sigmoidal	1.0	0.0	0.00041448451639734867
g00955	955	GENE0191	191	inactive	sigmoidal	1.0	0.0	0.00035778769665152887
g00956	956	GENE0192	192	inactive	linear	1.0	0.0	0.00021341323715642652
g00957	957	GENE0192	192	inactive	linear	1.0	0.0	0.0004073428906985137
g00958	958	GENE0192	192	inactive	linear	1.0	0.0	0.00013873319602269435
g00959	959	GENE0192	192	inactive	linear	1.0	0.0	0.0015656009649310033
g00960	960	GENE0192	192	inactive	linear	1.0	0.0	0.0005824339920898068
g00961	961	GENE0193	193	inactive	linear	1.0	0.0	0.0011603186586136823
g00962	962	GENE0193	193	inactive	linear	1.0	0.0	0.00020293204551359418
g00963	963	GENE0193	193	inactive	linear	0.09667623658504583	0.0	0.00038473889836780536
g00964	964	GENE0193	193	inactive	linear	1.0	0.0	0.00036052901837269844
g00965	965	GENE0193	193	inactive	linear	1.0	0.0	0.0001905361333222365
g00966	966	GENE0194	194	inactive	sigmoidal	1.0	0.0	0.0009191724419363505
g00967	967	GENE0194	194	inactive	sigmoidal	1.0	0.0	0.000256018556815957
g00968	968	GENE0194	194	inactive	sigmoidal	1.0	0.0	0.000271747425026504
g00969	969	GENE0194	194	inactive	sigmoidal	1.0	0.0	0.00021123690657601048
g00970	970	GENE0194	194	inactive	sigmoidal	1.0	0.0	0.0002602296040134647
g00971	971	GENE0195	195	inactive	linear	1.0	0.0	0.0002168057347245519
g00972	972	GENE0195	195	inactive	linear	1.0	0.0	0.0004358312895317164
g00973	973	GENE0195	195	inactive	linear	1.0	0.0	0.00020417076462355104
g00974	974	GENE0195	195	inactive	linear	1.0	0.0	0.0004938084085960651
g00975	975	GENE0195	195	inactive	linear	1.0	0.0	0.0010744519931957224
g00976	976	GENE0196	196	inactive	linear	1.0	0.0	0.0003106529161802438
g00977	977	GENE0196	196	inactive	linear	1.0	0.0	0.00019793142682548719
g00978	978	GENE0196	196	inactive	linear	1.0	0.0	0.0002311227998945702
g00979	979	GENE0196	196	inactive	linear	1.0	0.0	0.00023848078265980728
g00980	980	GENE0196	196	inactive	linear	1.0	0.0	0.00033825151533510263
g00981	981	GENE0197	197	inactive	sigmoidal	1.0	0.0	0.00030910103614737925
g00982	982	GENE0197	197	inactive	sigmoidal	1.0	0.0	0.0003328955732113239
g00983	983	GENE0197	197	inactive	sigmoidal	1.0	0.0	0.00047938197512753414
g00984	984	GENE0197	197	inactive	sigmoidal	1.0	0.0	0.0011301126012387324
g00985	985	GENE0197	197	inactive	sigmoidal	0.0907604137660501	0.0	0.0009195153854152858
g00986	986	GENE0198	198	inactive	linear	1.0	0.0	0.0004844417781285761
g00987	987	GENE0198	198	inactive	linear	1.0	0.0	0.0003738739229088142
g00988	988	GENE0198	198	inactive	linear	0.059119795695944416	0.0	0.00016175287773525284
g00989	989	GENE0198	198	inactive	linear	1.0	0.0	0.00024252039493685555
g00990	990	GENE0198	198	inactive	linear	1.0	0.0	0.0006612980589202094
g00991	991	GENE0199	199	inactive	linear	1.0	0.0	0.0014038803791683663
g00992	992	GENE0199	199	inactive	linear	1.0	0.0	0.0010327933336971638
g00993	993	GENE0199	199	inactive	linear	0.007237456449478874	0.0	0.0020371156516133184
g00994	994	GENE0199	199	inactive	linear	1.0	0.0	0.0003581002650989694
g00995	995	GENE0199	199	inactive	linear	1.0	0.0	0.0007809073988040754
g00996	996	GENE0200	200	inactive	linear	1.0	0.0	0.00022943028085889352
g00997	997	GENE0200	200	inactive	linear	1.0	0.0	0.0002247644612197913
g00998	998	GENE0200	200	inactive	linear	1.0	0.0	0.0009651312656211452
g00999	999	GENE0200	200	inactive	linear	1.0	0.0	0.00014881557715576917
g01000	1000	GENE0200	200	inactive	linear	1.0	0.0	0.000683457844786222
g01001	1001	GENE0201	201	inactive	sigmoidal	1.0	0.0	0.0008006824196789503
g01002	1002	GENE0201	201	inactive	sigmoidal	1.0	0.0	0.00017118037210800508
g01003	1003	GENE0201	201	inactive	sigmoidal	1.0	0.0	0.0002213740568064
g01004	1004	GENE0201	201	inactive	sigmoidal	1.0	0.0	0.00025567280662788024
g01005	1005	GENE0201	201	inactive	sigmoidal	1.0	0.0	0.00018973059538227255
g01006	1006	GENE0202	202	inactive	linear	1.0	0.0	0.0004961736559542765
g01007	1007	GENE0202	202	inactive	linear	1.0	0.0	0.0003964255588704098
g01008	1008	GENE0202	202	inactive	linear	1.0	0.0	8.273142232544921e-5
g01009	1009	GENE0202	202	inactive	linear	1.0	0.0	0.0003928737183938923
g01010	1010	GENE0202	202	inactive	linear	1.0	0.0	0.00015299538767964813
g01011	1011	GENE0203	203	increasing	linear	0.09884944360793083	0.09761488178789034	4.399572920142969e-5
g01012	1012	GENE0203	203	increasing	linear	1.0	0.9875106851897197	0.00014223358526029188
g01013	1013	GENE0203	203	increasing	linear	1.0	0.9875106851897197	0.00016977970227475967
g01014	1014	GENE0203	203	increasing	linear	1.0	0.9875106851897197	0.0004120918072254965
g01015	1015	GENE0203	203	increasing	linear	0.14758221665540272	0.1457390158911944	0.00035739648730830564
g01016	1016	GENE0204	204	inactive	linear	1.0	0.0	0.00022128388603443299
g01017	1017	GENE0204	204	inactive	linear	1.0	0.0	0.0002989186201385727
g01018	1018	GENE0204	204	inactive	linear	1.0	0.0	0.00015653889548824767
g01019	1019	GENE0204	204	inactive	linear	1.0	0.0	0.0006332693973181019
g01020	1020	GENE0204	204	inactive	linear	1.0	0.0	0.0008740881590478553
g01021	1021	GENE0205	205	negcontrol	sigmoidal	1.0	0.0	0.00024953170884153814
g01022	1022	GENE0205	205	negcontrol	sigmoidal	1.0	0.0	0.0002829430212115866
g01023	1023	GENE0205	205	negcontrol	sigmoidal	1.0	0.0	0.0007648107849180442
g01024	1024	GENE0205	205	negcontrol	sigmoidal	1.0	0.0	0.0005363414443783748
g01025	1025	GENE0205	205	negcontrol	sigmoidal	1.0	0.0	0.0011666985663204227
g01026	1026	GENE0206	206	inactive	sigmoidal	1.0	0.0	0.0003820865067096967
g01027	1027	GENE0206	206	inactive	sigmoidal	1.0	0.0	0.00011080831609729358
g01028	1028	GENE0206	206	inactive	sigmoidal	1.0	0.0	0.0004433178647483582
g01029	1029	GENE0206	206	inactive	sigmoidal	1.0	0.0	0.0009192802023022111
g01030	1030	GENE0206	206	inactive	sigmoidal	1.0	0.0	0.0012134099387313328
g01031	1031	GENE0207	207	decreasing	sigmoidal	1.0	-0.33935324251551036	0.0002627499494171637
g01032	1032	GENE0207	207	decreasing	sigmoidal	1.0	-0.33935324251551036	0.0008555477619170826
g01033	1033	GENE0207	207	decreasing	sigmoidal	0.015383540030233157	0.0	0.0014840988760685932
g01034	1034	GENE0207	207	decreasing	sigmoidal	1.0	-0.33935324251551036	0.0002602220886898986
g01035	1035	GENE0207	207	decreasing	sigmoidal	1.0	-0.33935324251551036	0.0004907269949749588
g01036	1036	GENE0208	208	inactive	linear	1.0	0.0	0.0007440563278894728
g01037	1037	GENE0208	208	inactive	linear	1.0	0.0	0.00010736107379943736
g01038	1038	GENE0208	208	inactive	linear	1.0	0.0	0.00019381410711795022
g01039	1039	GENE0208	208	inactive	linear	1.0	0.0	0.0005298395159272602
g01040	1040	GENE0208	208	inactive	linear	1.0	0.0	0.0005931995170196288
g01041	1041	GENE0209	209	inactive	linear	1.0	0.0	0.0004578648812338212
g01042	1042	GENE0209	209	inactive	linear	1.0	0.0	0.00017985657599189222
g01043	1043	GENE0209	209	inactive	linear	1.0	0.0	0.00040920129519358056
g01044	1044	GENE0209	209	inactive	linear	1.0	0.0	0.0005655862653057872
g01045	1045	GENE0209	209	inactive	linear	1.0	0.0	0.0006410683292674566
g01046	1046	GENE0210	210	inactive	linear	1.0	0.0	7.165877459407178e-5
g01047	1047	GENE0210	210	inactive	linear	0.08331298351694935	0.0	0.00021150340867367073
g01048	1048	GENE0210	210	inactive	linear	1.0	0.0	0.00022741179696875424
g01049	1049	GENE0210	210	inactive	linear	0.01721558049763454	0.0	0.0002961919741790049
g01050	1050	GENE0210	210	inactive	linear	1.0	0.0	0.00026999622619322127
g01051	1051	GENE0211	211	increasing	linear	1.0	0.6132985762395246	0.00044773171584026563
g01052	1052	GENE0211	211	increasing	linear	1.0	0.6132985762395246	0.0005026785203515523
g01053	1053	GENE0211	211	increasing	linear	1.0	0.6132985762395246	0.0013996538892772567
g01054	1054	GENE0211	211	increasing	linear	1.0	0.6132985762395246	0.0006985945133876676
g01055	1055	GENE0211	211	increasing	linear	1.0	0.6132985762395246	0.0004813474959134579
g01056	1056	GENE0212	212	increasing	sigmoidal	1.0	0.5567424073199183	0.0008770655817615447
g01057	1057	GENE0212	212	increasing	sigmoidal	1.0	0.5567424073199183	0.0017554445774723999
g01058	1058	GENE0212	212	increasing	sigmoidal	1.0	0.5567424073199183	0.0009934489999343828
g01059	1059	GENE0212	212	increasing	sigmoidal	1.0	0.5567424073199183	0.0004551906211006432
g01060	1060	GENE0212	212	increasing	sigmoidal	1.0	0.5567424073199183	0.000944277768360893
g01061	1061	GENE0213	213	inactive	linear	1.0	0.0	0.00048424318384702114
g01062	1062	GENE0213	213	inactive	linear	1.0	0.0	0.000734352336947138
g01063	1063	GENE0213	213	inactive	linear	1.0	0.0	0.0003496650590946304
g01064	1064	GENE0213	213	inactive	linear	1.0	0.0	0.00015516333602051132
g01065	1065	GENE0213	213	inactive	linear	1.0	0.0	0.0006122632174973306
g01066	1066	GENE0214	214	inactive	linear	0.01164327775502983	0.0	7.63355141045474e-5
g01067	1067	GENE0214	214	inactive	linear	1.0	0.0	0.0001759182420763967
g01068	1068	GENE0214	214	inactive	linear	1.0	0.0	0.00024911996858890267
g01069	1069	GENE0214	214	inactive	linear	1.0	0.0	0.0008122469096512352
g01070	1070	GENE0214	214	inactive	linear	1.0	0.0	0.0003208832439346339
g01071	1071	GENE0215	215	inactive	linear	1.0	0.0	0.000164225907002717
g01072	1072	GENE0215	215	inactive	linear	1.0	0.0	0.0009048501626179151
g01073	1073	GENE0215	215	inactive	linear	1.0	0.0	0.0003466402237268271
g01074	1074	GENE0215	215	inactive	linear	1.0	0.0	0.00014371774675556815
