"gene","guide","estimate","std_error","t_value","df","p_value","fdr","rho","pearson_null","mean_cpm","converged","control","raw_std_error","raw_t_value","raw_p_value","raw_fdr"
"SPTLC2","SPTLC2_6",-0.116987814736855,0.0933360221621856,-1.25340476299248,7,0.250299220576208,0.68788367633208,7.50924443933703e-05,1574.06962522835,2177.99308812063,TRUE,FALSE,0.0933360221621856,-1.25340476299248,0.250299220576208,0.68788367633208
"H2AFB3","H2AFB3_4",-0.0145574941775076,0.0631889523497095,-0.23038036929211,7,0.824384199190244,0.977072909855668,3.77044935357794e-05,738.891338303675,2390.53777085995,TRUE,FALSE,0.0631889523497095,-0.23038036929211,0.824384199190244,0.977072909855668
"IL2","IL2_4",-0.0799359613396709,0.0651106130534791,-1.227694804133,7,0.259239743692314,0.68788367633208,3.99470987112813e-05,805.844644848603,2387.56818742156,TRUE,FALSE,0.0651106130534791,-1.227694804133,0.259239743692314,0.68788367633208
"ALDH3B1","ALDH3B1_4",-0.064251992817067,0.0819134157058267,-0.784389129221681,7,0.458528874327753,0.873119155842933,6.54174507516358e-05,1331.71497036453,2460.4056194701,TRUE,FALSE,0.0819134157058267,-0.784389129221681,0.458528874327753,0.873119155842933
"FDXR","FDXR_5",-0.099634611150103,0.0703585927404969,-1.41609727069989,7,0.199669919439497,0.636333327813982,4.2396945220113e-05,880.212592970787,2170.38351400488,TRUE,FALSE,0.0703585927404969,-1.41609727069989,0.199669919439497,0.636333327813982
"JMJD8","JMJD8_5",-0.0236752391034014,0.0968779727310753,-0.244382065767642,7,0.81394349521682,0.977072909855668,8.12153373309007e-05,1603.34086636292,2178.56165565722,TRUE,FALSE,0.0968779727310753,-0.244382065767642,0.81394349521682,0.977072909855668
"LCP2","LCP2_3",-0.030012428864165,0.0985365379578305,-0.304581726597793,7,0.769540557491837,0.977072909855668,8.42136156176543e-05,1622.56123477553,2183.36623522461,TRUE,FALSE,0.0985365379578305,-0.304581726597793,0.769540557491837,0.977072909855668
"PPIAL4D","PPIAL4D_2",-0.0940661578893983,0.0928998421950888,-1.01255454978987,7,0.344985700830197,0.761046301100896,7.50512157917031e-05,1553.18590090826,2194.58767395172,TRUE,FALSE,0.0928998421950888,-1.01255454978987,0.344985700830197,0.761046301100896
"JMJD8","JMJD8_1",0.0293645637711573,0.104593761621416,0.280748711165435,7,0.787019796868579,0.977072909855668,0.000110622886029883,2266.52077644345,2543.92264474188,TRUE,FALSE,0.104593761621416,0.280748711165435,0.787019796868579,0.977072909855668
"SPTLC2","SPTLC2_4",-0.0451647877106825,0.0832946010029731,-0.542229474261728,7,0.604484515571772,0.946977740199443,5.5179419375437e-05,1133.05951075061,2007.07101244461,TRUE,FALSE,0.0832946010029731,-0.542229474261728,0.604484515571772,0.946977740199443
"GOLGA1","GOLGA1_3",0.0548307031958514,0.110029639226627,0.498326665262594,7,0.633527358272224,0.953850179870539,0.000124969298205926,2623.51873979757,2597.27634895645,TRUE,FALSE,0.110029639226627,0.498326665262594,0.633527358272224,0.953850179870539
"SPTLC2","SPTLC2_2",-0.0728135062959696,0.0577058859127863,-1.26180380292603,7,0.247436116138081,0.68788367633208,2.67643397777023e-05,539.334661408659,2044.22920075267,TRUE,FALSE,0.0577058859127863,-1.26180380292603,0.247436116138081,0.68788367633208
"FDXR","FDXR_2",0.0312816003773568,0.14244909524066,0.219598449007403,7,0.832450192368573,0.977072909855668,0.000142104965550499,2956.63482052732,1758.99571955226,TRUE,FALSE,0.14244909524066,0.219598449007403,0.832450192368573,0.977072909855668
"PPIAL4D","PPIAL4D_4",-0.174100052105967,0.0776882856428729,-2.24100777440619,7,0.0599886277761654,0.34206281370239,3.77810198343644e-05,725.677920671958,1595.54883655107,TRUE,FALSE,0.0776882856428729,-2.24100777440619,0.0599886277761654,0.34206281370239
"SPTLC2","SPTLC2_5",-0.208749357826173,0.0960019245327482,-2.17442888611013,7,0.066182844639435,0.361979640068747,4.71279140877252e-05,978.033365768007,1304.29282767954,TRUE,FALSE,0.0960019245327482,-2.17442888611013,0.066182844639435,0.361979640068747
"SPTLC2","SPTLC2_3",-0.0320145208392771,3.03726516752411,-0.0105405748505569,7,0.991884109344355,0.999611391986671,0,0.436925384369254,0,FALSE,FALSE,3.03726516752411,-0.0105405748505569,0.991884109344355,0.999611391986671
"ZC3H12A","ZC3H12A_4",0.413158759438586,0.195487628831752,2.11347777814715,7,0.0724155868805247,0.388147545679612,6.17869025989546e-05,1167.13350868114,424.415486336321,TRUE,FALSE,0.195487628831752,2.11347777814715,0.0724155868805247,0.388147545679612
"MED12","MED12_6",0.654948178112387,0.142261943082291,4.60381858930138,7,0.00247298254908922,0.0473399516539936,7.44138518153355e-05,1410.11818202317,1027.30552850816,TRUE,FALSE,0.142261943082291,4.60381858930138,0.00247298254908922,0.0473399516539936
"LCP2","LCP2_6",0.224139558801967,0.152602456691102,1.46878080249829,7,0.185343381449497,0.636333327813982,0.00011165802405765,1973.12721584649,1219.47761166141,TRUE,FALSE,0.152602456691102,1.46878080249829,0.185343381449497,0.636333327813982
"STT3B","STT3B_6",0.387943073499753,0.0628105077109417,6.17640403871744,7,0.000455618675739242,0.0305264512745292,3.15898806220105e-05,640.685986919167,2106.66837462139,TRUE,FALSE,0.0628105077109417,6.17640403871744,0.000455618675739242,0.0305264512745292
