gene,guide,estimate,std_error,t_value,df,p_value,fdr,rho,mean_cpm,converged,control,dispersion_boundary,raw_std_error,raw_t_value,raw_p_value,raw_fdr
JMJD8,JMJD8_6,-0.08210800821851884,0.10297469568544375,-0.7973610183742007,12,0.44073399251716805,0.9567152520494624,0.00013052430533332224,3101.1038611238178,true,false,false,0.10297469568544375,-0.7973610183742007,0.44073399251716805,0.9567152520494624
GPR65,GPR65_1,-0.005360122435970476,0.05832503620856056,-0.0919008848413497,12,0.9282931552006157,0.9877709947103684,0.000041820053793195534,3110.7493501632234,true,false,false,0.05832503620856056,-0.0919008848413497,0.9282931552006157,0.9877709947103684
ADRB1,ADRB1_2,-0.0649770701254124,0.09102925182690295,-0.7138042862196629,12,0.4889996200998399,0.965498233155955,0.00009300391717928339,2828.5644878721523,true,false,false,0.09102925182690295,-0.7138042862196629,0.4889996200998399,0.965498233155955
NTCTRL,NTCTRL_40,-0.011255063555059532,0.09491557434292425,-0.1185797339685863,12,0.9075701968412452,0.9877709947103684,0.00010432651311380781,2914.308096898274,true,true,false,0.09491557434292425,-0.1185797339685863,0.9075701968412452,0.9877709947103684
NTCTRL,NTCTRL_38,-0.05003533077144134,0.08225251689114567,-0.6083136743117407,12,0.5543192325168068,0.9877709947103684,0.00007059646677315827,2631.246277494575,true,true,false,0.08225251689114567,-0.6083136743117407,0.5543192325168068,0.9877709947103684
CBLB,CBLB_5,-0.0054626408828008025,0.07051235219516244,-0.07747069432149183,12,0.9395258532636266,0.9877709947103684,0.000057625576510708175,2925.163635648218,true,false,false,0.07051235219516244,-0.07747069432149183,0.9395258532636266,0.9877709947103684
ADRB2,ADRB2_5,-0.000021139077248863866,0.11192049869540947,-0.0001888758314631322,12,0.9998524024864708,0.9998524024864707,0.00013871476249654687,2784.0255020335812,true,false,false,0.11192049869540947,-0.0001888758314631322,0.9998524024864708,0.9998524024864707
ADORA2A,ADORA2A_1,-0.1451285365497942,0.12613834504449914,-1.1505505046748132,12,0.2723288633248063,0.932202647534914,0.00017537964017604805,2783.806281273571,true,false,false,0.12613834504449914,-1.1505505046748132,0.2723288633248063,0.932202647534914
IL2,IL2_3,-0.07353910763636703,0.08668530486704469,-0.8483457230629702,12,0.41284811279412637,0.9558528222029987,0.00008476935192322715,2844.668943927724,true,false,false,0.08668530486704469,-0.8483457230629702,0.41284811279412637,0.9558528222029987
NTCTRL,NTCTRL_39,-0.008895608680044235,0.0721053628855635,-0.12336958478611665,12,0.9038566958671312,0.9877709947103684,0.00005693284334021629,2763.9666966276977,true,true,false,0.0721053628855635,-0.12336958478611665,0.9038566958671312,0.9877709947103684
