gene,guide,estimate,std_error,t_value,df,p_value,fdr,rho,mean_cpm,converged,control,dispersion_boundary,raw_std_error,raw_t_value,raw_p_value,raw_fdr
GNA13,GNA13_2,0.2902348141787474,0.19770481901499667,1.468020939624805,5,0.20202731848666575,0.8743268416180361,0.00039814505710143846,5230.254640944134,true,false,false,0.19770481901499667,1.468020939624805,0.20202731848666575,0.8743268416180361
ZC3H12A,ZC3H12A_2,0.30788297388987423,0.16586475484344607,1.8562290353998003,5,0.12256337691419714,0.7255107772838819,0.00029571373864411887,5536.822371061151,true,false,false,0.16586475484344607,1.8562290353998003,0.12256337691419714,0.7255107772838819
RASA2,RASA2_5,0.3683771299419147,0.1713668835757391,2.1496401303178447,5,0.08428336554856236,0.6224965525562599,0.00013632370830341146,2410.940335534185,true,false,false,0.1713668835757391,2.1496401303178447,0.08428336554856236,0.6224965525562599
MED12,MED12_2,0.3006961202893921,0.1648342418704866,1.8242333442201575,5,0.12771163495259344,0.7255107772838819,0.00008927169688822618,1688.0054690245997,true,false,false,0.1648342418704866,1.8242333442201575,0.12771163495259344,0.7255107772838819
PPP6C,PPP6C_6,0.25191032342402525,0.1418728978690657,1.7756056809138623,5,0.13596228733383678,0.7408557289415189,0.0001490462694708281,3781.9784791288585,true,false,false,0.1418728978690657,1.7756056809138623,0.13596228733383678,0.7408557289415189
STT3B,STT3B_6,0.33892490162722066,0.20711930873505208,1.636375206624385,5,0.16268797281674205,0.8517193870994143,0.0002507690032776432,3019.839955315935,true,false,false,0.20711930873505208,1.636375206624385,0.16268797281674205,0.8517193870994143
TNFAIP3,TNFAIP3_3,0.2617829319536029,0.07754760338303979,3.3757707592915334,5,0.01976501179378571,0.4239844248890912,0.00006390981527622907,5459.193985913983,true,false,false,0.07754760338303979,3.3757707592915334,0.01976501179378571,0.4239844248890912
MED12,MED12_4,0.35455226277803564,0.15835548722145423,2.238964174839155,5,0.0753124977533597,0.6224965525562599,0.00008842736734257538,1827.8923087417163,true,false,false,0.15835548722145423,2.238964174839155,0.0753124977533597,0.6224965525562599
GNAS,GNAS_1,0.23601221270156375,0.10954787693019645,2.154420690890705,5,0.08377554823813811,0.6224965525562599,0.00010275023997492152,4372.754103969699,true,false,false,0.10954787693019645,2.154420690890705,0.08377554823813811,0.6224965525562599
ZC3H12A,ZC3H12A_3,0.16729016238213218,0.10496510919116242,1.5937692407623127,5,0.17186917238382532,0.8613946158747283,0.00011620042307019965,5350.7985080268545,true,false,false,0.10496510919116242,1.5937692407623127,0.17186917238382532,0.8613946158747283
