"gene","n_guides","barcs_estimate","barcs_p","barcs_fdr","barcs_agreement","barcs_null_scale","barcs_control_scale","barcs_control_scale_fdr","mageck_lfc","mageck_score","mageck_p","mageck_fdr","mageck_enriched","barcs_rank","mageck_rank"
"ZBTB25",6,-0.49443092509465,0.00487847571529521,0.217752198398,1,1.6840302347606,1.4966805594784,0.0680752308322235,-0.71747,0.00051452,0.00073561,0.036265,FALSE,425,759
"WDR45",6,-0.187228647732978,0.220438447103994,0.929811205867443,0.666666666666667,1.6840302347606,1.4966805594784,0.706139827507179,-0.71014,9.4034e-05,0.00011114,0.00952,FALSE,4472,427
"GPR4",6,-0.443944348323727,0.00495618045201267,0.218541917767479,1,1.6840302347606,1.4966805594784,0.0687121654564709,-0.67957,0.00013236,0.00016187,0.012768,FALSE,429,464
"TREX1",6,-0.352208729276375,0.0224154963578844,0.487639869161774,0.833333333333333,1.6840302347606,1.4966805594784,0.220163111043502,-0.69507,9.473e-05,0.00011166,0.009522,FALSE,871,429
"MXD3",6,0.433856624429031,0.00560375341379891,0.23383095092132,1,1.6840302347606,1.4966805594784,0.0756246208796127,0.68357,9.6781e-05,0.00026176,0.023645,TRUE,454,431
"APOBEC3F",6,0.491335399023327,0.00499255634501612,0.218541917767479,1,1.6840302347606,1.4966805594784,0.0687659677434561,0.5982,0.00056187,0.00081562,0.039924,TRUE,433,781
"GPI",6,0.42054346427893,0.00501046631464121,0.218541917767479,0.833333333333333,1.6840302347606,1.4966805594784,0.0687707318160845,0.59034,0.00058545,0.00084596,0.040544,TRUE,434,795
"NUP98",6,0.390582286636658,0.00501137238950201,0.218541917767479,1,1.6840302347606,1.4966805594784,0.0687707318160845,0.55939,0.00014389,0.00032452,0.026596,TRUE,435,477
"AP1S3",6,-0.108981739724852,0.413840870435489,0.986540942684881,0.666666666666667,1.6840302347606,1.4966805594784,0.850683185051113,-0.5802,0.00010557,0.00016135,0.012768,FALSE,7909,437
"IKBKE",6,-0.422492091010718,0.00510974243581284,0.220299577289476,0.833333333333333,1.6840302347606,1.4966805594784,0.0696526432689457,-0.6572,0.00059743,0.00085407,0.039243,FALSE,440,807
"CDKN2A",6,0.340161331152061,0.0435660223997341,0.625714494575572,1,1.6840302347606,1.4966805594784,0.329963108400571,0.67494,0.0001107,0.0002853,0.024888,TRUE,1318,443
"ITPKB",6,-0.322613689441194,0.0211761255059667,0.473715920811544,0.833333333333333,1.6840302347606,1.4966805594784,0.211025792974629,-0.68129,0.00011294,0.0001352,0.011176,FALSE,847,446
"MYBPC3",6,0.263125972114123,0.0915051391068103,0.76434788133364,0.666666666666667,1.6840302347606,1.4966805594784,0.479257826347949,0.58424,0.00011375,0.00028791,0.024888,TRUE,2260,447
"LY6G6D",6,-0.346372416314227,0.0259798659442723,0.516878004048058,1,1.6840302347606,1.4966805594784,0.241635356891646,-0.58136,0.0001163,0.00013729,0.011203,FALSE,951,451
"PLXNA4",6,-0.34715285072544,0.00554478204604729,0.233225089608685,0.833333333333333,1.6840302347606,1.4966805594784,0.0752195124042584,-0.60909,0.00067405,0.00096808,0.042423,FALSE,451,846
"GNL3L",6,-0.432915698514998,0.00568345147462703,0.235346058841519,0.666666666666667,1.6840302347606,1.4966805594784,0.0764369204094305,-0.53006,0.00028718,0.00037996,0.02247,FALSE,457,612
"PRDM13",6,0.144388737967533,0.372073781467631,0.980039760442139,0.666666666666667,1.6840302347606,1.4966805594784,0.828061816269596,0.81085,0.00012305,0.00030151,0.025482,TRUE,7155,457
"SHOC2",6,0.307463437673073,0.0092434553616634,0.313122050376347,0.833333333333333,1.6840302347606,1.4966805594784,0.11428672442401,0.52813,0.00012785,0.00030674,0.025694,TRUE,560,462
"MAT2B",6,-0.154925403291326,0.301939054333355,0.949815392660931,0.666666666666667,1.6840302347606,1.4966805594784,0.769527722483762,-0.73821,0.00012936,0.00016135,0.012768,FALSE,5996,463
"TNF",6,-0.423418883974322,0.00580166290436661,0.236682893109322,0.833333333333333,1.6840302347606,1.4966805594784,0.0771793990488608,-0.65283,0.00059578,0.00085171,0.039243,FALSE,465,806
"PPARG",6,-0.426405988960984,0.00586322184195838,0.238132033170687,1,1.6840302347606,1.4966805594784,0.0778636351169218,-0.51154,0.00066103,0.00094167,0.041651,FALSE,467,840
"ZNF592",6,0.347801566276691,0.0101124609042678,0.332466868897679,0.666666666666667,1.6840302347606,1.4966805594784,0.124001445310111,0.60231,0.00013897,0.00031982,0.026324,TRUE,577,470
"DIO3",6,-0.36113130991544,0.00615167258444191,0.247239891794201,0.833333333333333,1.6840302347606,1.4966805594784,0.0817767902616626,-0.66915,0.00020912,0.00026124,0.017475,FALSE,472,547
"SH2D5",6,-0.370517307798655,0.00827203865248632,0.297198055374366,0.833333333333333,1.6840302347606,1.4966805594784,0.1056076118615,-0.57729,0.00013998,0.00017285,0.013288,FALSE,528,472
"HPCAL4",6,-0.349713568873752,0.0175020401844217,0.435289544428219,0.833333333333333,1.6840302347606,1.4966805594784,0.185376452860375,-0.80229,0.00014197,0.00017338,0.013288,FALSE,760,474
"RBPMS",6,-0.415301417494741,0.0126278293596657,0.375989421765187,0.833333333333333,1.6840302347606,1.4966805594784,0.148306975281156,-0.55869,0.00014231,0.00017338,0.013288,FALSE,633,475
"ODF2",6,0.414134984179958,0.0063074722155936,0.251371319180274,0.666666666666667,1.6840302347606,1.4966805594784,0.0836493948429105,0.52694,0.0005076,0.00076176,0.038662,TRUE,476,754
"SLC7A3",6,0.277664377280278,0.0166274981037706,0.426388538803022,0.833333333333333,1.6840302347606,1.4966805594784,0.179500478987582,0.62989,0.00014647,0.00032714,0.026649,TRUE,738,478
"TBX3",6,-0.3983203177678,0.00646123381510841,0.255886441487696,1,1.6840302347606,1.4966805594784,0.0856507887215774,-0.79248,0.00017002,0.00020633,0.014946,FALSE,479,506
"CEP78",6,0.389370083280525,0.00664196209908235,0.261780649105392,0.833333333333333,1.6840302347606,1.4966805594784,0.0882422900131385,0.55792,0.00023534,0.0004171,0.028713,TRUE,481,570
"KRIT1",6,-0.325555108574595,0.0257174389038713,0.513799891304218,0.833333333333333,1.6840302347606,1.4966805594784,0.239622816194169,-0.67838,0.00015532,0.0001875,0.01403,FALSE,947,486
"DBT",6,-0.383694428785254,0.0125721192809803,0.375989421765187,1,1.6840302347606,1.4966805594784,0.148298340206149,-0.665,0.0001571,0.00019116,0.014136,FALSE,632,487
"SLC12A9",6,0.331865168785516,0.0276801569725754,0.532548253316181,0.833333333333333,1.6840302347606,1.4966805594784,0.252659850532126,0.66033,0.00015731,0.00034126,0.026649,TRUE,985,488
"TIRAP",6,0.393410442222376,0.00705300450956552,0.270308531387647,0.666666666666667,1.6840302347606,1.4966805594784,0.0924664380418158,0.57435,0.00050691,0.00075731,0.038539,TRUE,494,752
"ST6GALNAC1",6,0.273814018408485,0.0514006878720899,0.65514212316821,0.666666666666667,1.6840302347606,1.4966805594784,0.358870221368628,0.76559,0.00016449,0.00034649,0.026649,TRUE,1487,496
"PAGE2",6,0.349728589715655,0.016931700901204,0.42754425034133,0.5,1.6840302347606,1.4966805594784,0.180680269017139,0.59094,0.00016662,0.00034701,0.026649,TRUE,750,499
"OR6M1",6,-0.324766738869834,0.0144594197940298,0.401016364755474,1,1.6840302347606,1.4966805594784,0.163193922849123,-0.60625,0.00016664,0.0002011,0.014699,FALSE,683,500
"KIAA1551",6,0.293203720422366,0.0606953209803885,0.688129848545037,0.833333333333333,1.6840302347606,1.4966805594784,0.392259061843377,0.53593,0.00016913,0.00034806,0.026649,TRUE,1669,504
"VASP",6,0.42616832902128,0.00739541440154732,0.278355180947128,1,1.6840302347606,1.4966805594784,0.0962695885109791,0.64609,0.00054877,0.00081144,0.039924,TRUE,504,772
"METTL23",6,-0.253848753755887,0.0419954414405631,0.622206596566247,0.666666666666667,1.6840302347606,1.4966805594784,0.325425628918041,-0.53482,0.00017163,0.00020685,0.014946,FALSE,1278,507
"TSC22D3",6,0.391628091949211,0.00766172384948537,0.286315655524494,0.666666666666667,1.6840302347606,1.4966805594784,0.0999387131455056,0.61816,0.00079526,0.0011948,0.049193,TRUE,507,919
"ASTE1",6,-0.417348440546006,0.00768237578608157,0.286315655524494,0.833333333333333,1.6840302347606,1.4966805594784,0.0999387131455056,-0.61874,0.00067188,0.00096625,0.042423,FALSE,509,845
"HNRNPA1L2",6,0.398453277428712,0.00782402115028611,0.290610381986337,0.833333333333333,1.6840302347606,1.4966805594784,0.101996373541359,0.54977,0.00047626,0.00071625,0.037316,TRUE,510,732
"CLDN25",6,-0.395660450045013,0.0108710454169231,0.346012972414483,0.833333333333333,1.6840302347606,1.4966805594784,0.131538428248931,-0.70682,0.0001775,0.00021626,0.015313,FALSE,595,515
"FAM53B",6,-0.366285003650779,0.0080200799199965,0.294276433428111,0.833333333333333,1.6840302347606,1.4966805594784,0.103791042198754,-0.60579,0.00019659,0.00025235,0.017415,FALSE,517,532
"LHCGR",6,-0.25982354283844,0.0907895540297351,0.763029937944674,0.666666666666667,1.6840302347606,1.4966805594784,0.477480954198138,-0.61539,0.00017969,0.00021888,0.015347,FALSE,2246,518
"MFSD2A",6,0.307773453802837,0.0156313710063944,0.416547412010401,0.666666666666667,1.6840302347606,1.4966805594784,0.172693849816299,0.62213,0.00018328,0.00036166,0.027277,TRUE,710,520
"MLLT10",6,0.379320148245278,0.016462160385728,0.423153363844526,1,1.6840302347606,1.4966805594784,0.177594018327213,0.58719,0.00018484,0.0003648,0.027374,TRUE,737,521
"SPDYE5",6,0.226370195771031,0.137594761181247,0.850593343793134,0.833333333333333,1.6840302347606,1.4966805594784,0.583469769022854,0.62276,0.00018571,0.00036793,0.027402,TRUE,3052,523
"GPRIN3",6,0.338331176225962,0.00820068992581062,0.296692326093231,0.833333333333333,1.6840302347606,1.4966805594784,0.105239638033691,0.527,0.00069132,0.0010552,0.046422,TRUE,524,862
"ST3GAL6",6,0.331478592245631,0.0135118412362784,0.387636679979067,0.666666666666667,1.6840302347606,1.4966805594784,0.155264535316188,0.62366,0.00018788,0.00037055,0.027402,TRUE,660,525
"ACE",6,-0.415899128280807,0.00824064857291584,0.297025173864313,0.833333333333333,1.6840302347606,1.4966805594784,0.105483049886496,-0.50188,0.00025075,0.00032557,0.020076,FALSE,526,588
"TMIGD1",6,-0.414014227043967,0.00825156914214511,0.297025173864313,0.833333333333333,1.6840302347606,1.4966805594784,0.105483049886496,-0.50988,0.00044542,0.00062316,0.031878,FALSE,527,714
"NQO1",6,0.338345858685114,0.00856805711672856,0.301551101121226,0.833333333333333,1.6840302347606,1.4966805594784,0.108067807838135,0.56208,0.00019255,0.00037369,0.02742,TRUE,539,528
"KPNA1",6,0.28966672131673,0.0246147828342798,0.503170722377465,0.666666666666667,1.6840302347606,1.4966805594784,0.232233279838825,0.5743,0.00019641,0.00038049,0.02753,TRUE,927,530
"SUSD4",6,0.342010865223583,0.0139488786228483,0.393765219457488,1,1.6840302347606,1.4966805594784,0.158876854123834,0.56705,0.00019641,0.00038049,0.02753,TRUE,671,530
"MAP4K5",6,-0.390824197462633,0.00856296352534671,0.301551101121226,0.833333333333333,1.6840302347606,1.4966805594784,0.108067807838135,-0.51385,0.00064172,0.0009197,0.041258,FALSE,537,829
"DUSP15",6,-0.282865003494235,0.0742505110032765,0.727547620729419,0.666666666666667,1.6840302347606,1.4966805594784,0.434674662184209,-0.72694,0.00020402,0.00025758,0.017415,FALSE,1929,542
"CD55",6,-0.323968259501465,0.0120784898953793,0.367783231645819,0.833333333333333,1.6840302347606,1.4966805594784,0.143383222072523,-0.69898,0.00020644,0.00025758,0.017415,FALSE,622,544
"NUP37",6,-0.352303949588445,0.0259937594023114,0.516878004048058,1,1.6840302347606,1.4966805594784,0.241635356891646,-0.55936,0.00020728,0.00026019,0.017467,FALSE,953,545
"FAM35A",6,-0.369759498495617,0.019760927134779,0.457891921634703,0.833333333333333,1.6840302347606,1.4966805594784,0.200689129608537,-0.76302,0.00020733,0.00026019,0.017467,FALSE,817,546
"MINDY2",6,0.357646189162148,0.00875960327960436,0.304340062663177,1,1.6840302347606,1.4966805594784,0.109650678371296,0.5804,0.00060092,0.00087368,0.041143,TRUE,546,812
"SLC19A1",6,0.30346582709579,0.0394196863874714,0.606481306383076,0.666666666666667,1.6840302347606,1.4966805594784,0.312453527932138,0.55835,0.00021265,0.00039356,0.027904,TRUE,1232,550
"JPH1",6,0.322334994620207,0.0430667080535706,0.624526353066565,0.833333333333333,1.6840302347606,1.4966805594784,0.328445575463833,0.64489,0.00021491,0.0003967,0.027918,TRUE,1307,552
"MYO10",6,0.338147796050958,0.00910025015105316,0.311630952370327,1,1.6840302347606,1.4966805594784,0.113317103961426,0.58127,0.00079782,0.0011953,0.049193,TRUE,553,920
"CARF",5,-0.376500872849466,0.0298676547212717,0.549122221208722,1,1.6840302347606,1.4966805594784,0.26548935001281,-0.58496,0.00021573,0.00027902,0.018375,FALSE,1029,555
"SUMO1",6,0.203410308223614,0.148823204860919,0.868402398096471,0.833333333333333,1.6840302347606,1.4966805594784,0.605841290250848,0.52338,0.00022038,0.00040297,0.02815,TRUE,3237,558
"TRAF5",6,-0.33539723186738,0.0263005280643911,0.518621372031264,0.833333333333333,1.6840302347606,1.4966805594784,0.243176913241339,-0.84264,0.00022897,0.00029053,0.018836,FALSE,960,563
"LRP5",5,-0.182185103241258,0.413459617822051,0.98653374501456,0.8,1.6840302347606,1.4966805594784,0.850458505541988,-0.6602,0.00023069,0.00034544,0.021095,FALSE,7904,565
"C11orf16",6,-0.313424672405749,0.0174754583598754,0.435289544428219,0.666666666666667,1.6840302347606,1.4966805594784,0.185376452860375,-0.52047,0.00023269,0.0002989,0.019215,FALSE,759,566
"HRH2",6,-0.319781415864586,0.00958323191055291,0.321190652549803,0.833333333333333,1.6840302347606,1.4966805594784,0.118255667178381,-0.69281,0.00035934,0.00051437,0.028799,FALSE,566,658
"PROM1",6,0.297061295889194,0.0257306218628891,0.513799891304218,0.833333333333333,1.6840302347606,1.4966805594784,0.239622816194169,0.54925,0.00023389,0.00041657,0.028713,TRUE,949,568
"WDR43",6,-0.307841397541549,0.0302229362952792,0.549775756210792,0.833333333333333,1.6840302347606,1.4966805594784,0.266322023270536,-0.54505,0.00023698,0.0003057,0.019396,FALSE,1040,571
"TOB2",6,0.363041495601857,0.00993985175973185,0.328499978888699,1,1.6840302347606,1.4966805594784,0.122015380030608,0.54004,0.00060092,0.00087368,0.041143,TRUE,574,812
"PPP1R3G",6,-0.463983301035025,0.0101672469824098,0.333689749578399,0.833333333333333,1.6840302347606,1.4966805594784,0.124619426849033,-0.72338,0.00066008,0.00093932,0.041644,FALSE,578,839
"KLHL42",6,-0.338635219537358,0.053257206458407,0.660774022229514,0.666666666666667,1.6840302347606,1.4966805594784,0.365117813567788,-0.63549,0.00024542,0.00031249,0.019396,FALSE,1526,580
"TMSB4X",6,0.374902220063983,0.0104752317965933,0.340849309058961,0.833333333333333,1.6840302347606,1.4966805594784,0.128210071031024,0.58454,0.00038628,0.00056877,0.032658,TRUE,583,678
"ZNF445",6,-0.254254253080465,0.0445405677169433,0.63149070970883,0.666666666666667,1.6840302347606,1.4966805594784,0.334660417420916,-0.6529,0.00025006,0.00032452,0.020076,FALSE,1337,586
"KLHL5",6,0.350163684430602,0.0263274845158728,0.518621372031264,0.833333333333333,1.6840302347606,1.4966805594784,0.243176913241339,0.68281,0.00025037,0.00043331,0.029192,TRUE,962,587
"TRAM2",6,-0.440277194602835,0.0106872713820457,0.342548780529858,0.833333333333333,1.6840302347606,1.4966805594784,0.129479380836723,-0.592,0.00039365,0.00055674,0.029826,FALSE,591,683
"SAMD9",6,-0.352855632085766,0.0106899777582328,0.342548780529858,0.833333333333333,1.6840302347606,1.4966805594784,0.129479380836723,-0.51416,0.00026784,0.00036061,0.021951,FALSE,592,593
"CD3G",6,-0.360478490170247,0.0126462553571535,0.375989421765187,0.666666666666667,1.6840302347606,1.4966805594784,0.148306975281156,-0.60899,0.00027385,0.00036375,0.021993,FALSE,635,595
"CIDEC",6,0.361407485439653,0.059422028218331,0.681521085430314,0.833333333333333,1.6840302347606,1.4966805594784,0.386349211824543,0.72061,0.00027441,0.00045161,0.029585,TRUE,1651,596
"APOBEC3G",4,0.385756728020196,0.0110098358260963,0.349258504383022,1,1.6840302347606,1.4966805594784,0.133176718140133,0.69763,0.00046214,0.00062891,0.034813,TRUE,597,724
"DOCK2",6,-0.261738541312347,0.0891144009243557,0.762101918071497,0.666666666666667,1.6840302347606,1.4966805594784,0.475945589349362,-0.78536,0.00027738,0.00036427,0.021993,FALSE,2202,597
"MCF2L2",6,0.350658879251584,0.0252582688628892,0.509733362052137,0.666666666666667,1.6840302347606,1.4966805594784,0.236693934324111,0.68187,0.00027792,0.00045528,0.029585,TRUE,939,598
"WIPF1",6,0.354916163276314,0.0174228995092893,0.435289544428219,0.833333333333333,1.6840302347606,1.4966805594784,0.185376452860375,0.59744,0.0002866,0.00046495,0.029837,TRUE,757,611
"FCER1G",6,0.32999021193516,0.0117370126941703,0.362623991544643,0.833333333333333,1.6840302347606,1.4966805594784,0.140406206713717,0.50777,0.00076063,0.0011611,0.048819,TRUE,613,897
"FAM26F",6,-0.34746392075034,0.0119009806401986,0.364719875193163,0.833333333333333,1.6840302347606,1.4966805594784,0.141686543783027,-0.52654,0.00065693,0.00093278,0.041452,FALSE,618,837
"DIRAS3",6,0.411759170450913,0.0119292796346982,0.364997475274555,0.833333333333333,1.6840302347606,1.4966805594784,0.141874798650273,0.63003,0.00034336,0.0005217,0.031041,TRUE,619,643
"HLX",6,0.297216747194515,0.035165951176809,0.578074604700232,1,1.6840302347606,1.4966805594784,0.290022902484358,0.65405,0.00030459,0.00049189,0.030622,TRUE,1153,623
"AGAP1",6,0.350199144627702,0.0147913504030263,0.405401538599461,1,1.6840302347606,1.4966805594784,0.165921356850926,0.54444,0.00030682,0.0004945,0.030622,TRUE,690,625
"THOP1",6,-0.322758767528723,0.0122040548999876,0.369341036838535,0.833333333333333,1.6840302347606,1.4966805594784,0.144374140522719,-0.70051,0.00053659,0.0007628,0.037314,FALSE,625,765
"NR4A3",6,-0.32186685699123,0.0479242882799177,0.644039993126475,0.833333333333333,1.6840302347606,1.4966805594784,0.347142727344451,-0.6038,0.0003078,0.00038572,0.022607,FALSE,1410,626
"RYR1",6,0.257449755557341,0.0780315813647402,0.734825290893556,0.833333333333333,1.6840302347606,1.4966805594784,0.444167099158793,0.50797,0.00031122,0.00049659,0.030622,TRUE,2005,628
"SLC48A1",6,-0.390935108015283,0.0123275329678349,0.371706328177035,0.833333333333333,1.6840302347606,1.4966805594784,0.145652225013876,-0.69804,0.00059524,0.00085171,0.039243,FALSE,628,804
"C15orf62",6,0.315854949163189,0.0329790126274892,0.569411794974133,0.666666666666667,1.6840302347606,1.4966805594784,0.281843369632976,0.54114,0.00031161,0.00049659,0.030622,TRUE,1096,629
"KNSTRN",6,-0.323806515083674,0.0311369164574687,0.555035692195096,0.833333333333333,1.6840302347606,1.4966805594784,0.270728332593316,-0.50164,0.00031576,0.00044481,0.02599,FALSE,1062,631
"FLNB",6,-0.330076329664633,0.0134456452641488,0.387394456793739,0.666666666666667,1.6840302347606,1.4966805594784,0.155032791182946,-0.62129,0.00032096,0.00045841,0.02662,FALSE,657,634
"SLC35A1",6,-0.328753542213674,0.0349316991959165,0.575720533228962,0.833333333333333,1.6840302347606,1.4966805594784,0.288392572251404,-0.70457,0.00032972,0.0004741,0.027198,FALSE,1150,637
"SLC22A17",6,-0.265737698473378,0.115872271980275,0.819136988745577,0.666666666666667,1.6840302347606,1.4966805594784,0.541876402298951,-0.60798,0.00033097,0.0004741,0.027198,FALSE,2666,638
"FAM96A",6,-0.32400387122099,0.0128801447538764,0.378816040280674,0.833333333333333,1.6840302347606,1.4966805594784,0.149967538190139,-0.55462,0.00068494,0.0010573,0.045801,FALSE,644,860
"CRCT1",6,0.325079581150128,0.0144581081077326,0.401016364755474,0.833333333333333,1.6840302347606,1.4966805594784,0.163193922849123,0.63134,0.00034677,0.00052274,0.031041,TRUE,682,647
"CCDC88A",6,-0.331761420089256,0.0140522356620349,0.395210858183127,0.666666666666667,1.6840302347606,1.4966805594784,0.159824979661016,-0.64104,0.00034723,0.00050025,0.028499,FALSE,673,648
"GSDMD",6,0.378422081964031,0.120621546698829,0.822406050167814,0.833333333333333,1.6840302347606,1.4966805594784,0.548258882699188,0.77028,0.00034822,0.00052379,0.031041,TRUE,2769,650
"SOWAHC",6,-0.292093487911752,0.0409211569074431,0.615177289796426,0.833333333333333,1.6840302347606,1.4966805594784,0.319697991543027,-0.6169,0.00035174,0.00050548,0.028565,FALSE,1260,654
"CLDN10",6,-0.262165580678415,0.095589125987378,0.770517289207805,0.833333333333333,1.6840302347606,1.4966805594784,0.487860873861714,-0.56575,0.00035351,0.00050993,0.028731,FALSE,2341,655
"NOP9",6,0.212626877679449,0.123260813653816,0.824330669330098,0.666666666666667,1.6840302347606,1.4966805594784,0.552616176237374,0.54175,0.00035903,0.00052797,0.031041,TRUE,2819,657
"RIMBP3B",6,-0.322458408096876,0.0136220843696188,0.388587880438599,1,1.6840302347606,1.4966805594784,0.155904218118698,-0.52896,0.00038977,0.00055255,0.029802,FALSE,664,681
"CBFA2T2",6,-0.340947467139437,0.0309433973314698,0.553770044696209,0.833333333333333,1.6840302347606,1.4966805594784,0.269667355037011,-0.70365,0.0003728,0.00052483,0.028799,FALSE,1059,665
"PCDH17",6,-0.311814456487819,0.031127907007021,0.555035692195096,0.666666666666667,1.6840302347606,1.4966805594784,0.270728332593316,-0.65728,0.00037444,0.00052483,0.028799,FALSE,1061,667
"ZNF580",6,-0.346863732827265,0.0230689063786923,0.488412002236377,0.833333333333333,1.6840302347606,1.4966805594784,0.222006736470423,-0.56799,0.00037461,0.00052483,0.028799,FALSE,895,668
"SLC24A2",6,-0.34251687824746,0.0354699109661732,0.580055354334746,0.833333333333333,1.6840302347606,1.4966805594784,0.291599979917073,-0.79865,0.00037847,0.0005264,0.028802,FALSE,1159,671
"EEF1AKMT3",6,-0.339447824371091,0.0154462493144269,0.41324379877514,1,1.6840302347606,1.4966805594784,0.17088527798163,-0.60575,0.00037915,0.00053477,0.029038,FALSE,707,672
"ZBTB9",6,-0.300955724201603,0.0335677495341384,0.570532902723863,0.666666666666667,1.6840302347606,1.4966805594784,0.283440322404393,-0.52234,0.0003841,0.00053686,0.029038,FALSE,1114,677
"TEC",6,-0.316755708472994,0.0220275928526817,0.481964747883935,0.833333333333333,1.6840302347606,1.4966805594784,0.216706264368139,-0.64416,0.00039388,0.00055674,0.029826,FALSE,866,684
"GRIN3A",6,0.324226235947246,0.0463637463656282,0.638901092559713,0.833333333333333,1.6840302347606,1.4966805594784,0.341883892625543,0.56598,0.00040371,0.00060276,0.033961,TRUE,1375,690
"CHRM4",6,0.321066241599167,0.0148028983529904,0.405401538599461,0.833333333333333,1.6840302347606,1.4966805594784,0.165921356850926,0.5059,0.0006797,0.0010452,0.046422,TRUE,691,858
"DUOXA2",6,0.364551866144371,0.0148952754034282,0.4065660063353,0.833333333333333,1.6840302347606,1.4966805594784,0.166625787964978,0.62242,0.00046613,0.00070736,0.037316,TRUE,694,727
"SMYD2",6,-0.233694865979414,0.0999897832961425,0.78186570038245,0.666666666666667,1.6840302347606,1.4966805594784,0.500095707566483,-0.57877,0.00040872,0.00056824,0.029826,FALSE,2414,695
"CD74",6,-0.438365534317842,0.0316686824439691,0.558556905766975,0.833333333333333,1.6840302347606,1.4966805594784,0.273606974793831,-0.57655,0.00040944,0.00056824,0.029826,FALSE,1074,696
"IFITM2",6,0.341395051576768,0.0263154449102821,0.518621372031264,0.666666666666667,1.6840302347606,1.4966805594784,0.243176913241339,0.57603,0.00042577,0.00064983,0.035762,TRUE,961,704
"TNFRSF4",6,0.30706751990867,0.0385455642323544,0.60212701470607,1,1.6840302347606,1.4966805594784,0.308638165646894,0.5229,0.00043333,0.00066552,0.036337,TRUE,1213,707
"ACSF2",6,-0.356557066025946,0.0156863211054916,0.417348543297581,0.833333333333333,1.6840302347606,1.4966805594784,0.173162852317138,-0.57124,0.00060782,0.00087891,0.039829,FALSE,712,815
"PLEK2",6,0.347658560799069,0.0158375576132117,0.419021573113843,0.833333333333333,1.6840302347606,1.4966805594784,0.174253744090025,0.56157,0.00044341,0.00068383,0.037093,TRUE,716,713
"RNF183",6,0.364761684244712,0.0160429238205032,0.422085388686399,0.666666666666667,1.6840302347606,1.4966805594784,0.176072433038559,0.71135,0.00079432,0.0011935,0.049193,TRUE,720,917
"PNMT",6,-0.251503881755076,0.13667246080929,0.849779279433705,0.833333333333333,1.6840302347606,1.4966805594784,0.581934744104033,-0.60323,0.00047933,0.00066761,0.033793,FALSE,3038,733
"PRAME",6,0.289685575603986,0.0215820940103057,0.478026100250472,0.666666666666667,1.6840302347606,1.4966805594784,0.213933787757674,0.51867,0.00048905,0.00072881,0.037316,TRUE,855,739
"OR56B4",6,0.288009116881284,0.0433811988434534,0.625714494575572,1,1.6840302347606,1.4966805594784,0.32991151200731,0.54019,0.0004969,0.00072933,0.037316,TRUE,1312,744
"PIGS",6,-0.295181441409543,0.0225740364382099,0.488412002236377,0.833333333333333,1.6840302347606,1.4966805594784,0.221133188990887,-0.61683,0.00050012,0.00072253,0.035946,FALSE,873,745
"CACNG5",6,0.310839229629266,0.0477516875496776,0.642902422155702,0.833333333333333,1.6840302347606,1.4966805594784,0.346218853427375,0.61255,0.00051372,0.00077378,0.038753,TRUE,1408,757
"GOLGA8H",4,-0.392708782088868,0.0467547021869923,0.640454929934144,0.75,1.6840302347606,1.4966805594784,0.343294779708178,-0.79966,0.00051869,0.00074763,0.036762,FALSE,1383,761
"PITX1",6,0.347656156882265,0.0488137485726866,0.644870074979994,1,1.6840302347606,1.4966805594784,0.349846501489222,0.54586,0.00055483,0.00081301,0.039924,TRUE,1429,775
"HNF1B",6,-0.314224436844309,0.033193496692683,0.569411794974133,0.833333333333333,1.6840302347606,1.4966805594784,0.281872936125228,-0.56887,0.00055854,0.00081929,0.038996,FALSE,1103,779
"CDKN1C",6,0.444643448085035,0.048012734457888,0.644131239509289,0.833333333333333,1.6840302347606,1.4966805594784,0.347316294676407,0.78959,0.00057829,0.00083341,0.040543,TRUE,1413,786
"XG",6,0.270892341436333,0.0934155863501756,0.767804884342647,0.666666666666667,1.6840302347606,1.4966805594784,0.483403710523976,0.65097,0.00058034,0.00083916,0.040544,TRUE,2298,787
"ENY2",6,-0.230417345568622,0.123175937255968,0.824330669330098,0.833333333333333,1.6840302347606,1.4966805594784,0.552616176237374,-0.53743,0.00058238,0.00083498,0.039126,FALSE,2818,791
"WARS2",6,0.345446222745453,0.0188245587219621,0.450886210802552,0.833333333333333,1.6840302347606,1.4966805594784,0.195345622569186,0.53161,0.00058878,0.00085171,0.040614,TRUE,791,800
"CENPQ",5,0.364579353456677,0.0218227206822042,0.480313412888061,0.8,1.6840302347606,1.4966805594784,0.215553913435918,0.53985,0.00058379,0.00084387,0.040544,TRUE,860,793
"POU4F2",6,-0.299789506211902,0.0931264133938905,0.766096274727172,0.666666666666667,1.6840302347606,1.4966805594784,0.481995998476076,-0.57927,0.00058549,0.00083498,0.039126,FALSE,2295,796
"ATP5B",6,-0.214233909702624,0.186554909990725,0.907813580848086,0.833333333333333,1.6840302347606,1.4966805594784,0.664773115380513,-0.54339,0.0005879,0.00085067,0.039243,FALSE,3882,798
"PEX11G",6,-0.230396911207916,0.120567849795749,0.822406050167814,0.833333333333333,1.6840302347606,1.4966805594784,0.548159043056276,-0.73262,0.0005916,0.00085119,0.039243,FALSE,2768,802
